district_point_version_id,district_id,requested_census_version,geometry_census_version,boundary_feature_index,raw_state_name,raw_district_name,canonical_state_name,canonical_district_name,boundary_state_name,boundary_district_name,latitude,longitude,point_wkt,point_method,assignment_method,assignment_confidence,shared_parent_boundary,geometry_was_valid,geometry_repaired,geometry_repair_method,point_inside_geometry
DPV_AF0A6083CF8198F6,IND_BIHAR_KATIHAR,Census 2011,Census 2011,290,Bihar,KATIHAR,Bihar,KATIHAR,Bihar,Katihar,25.54288974,87.64436251,POINT (87.64436250831173 25.542889739200888),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_868F2FA4B7F080A4,IND_BIHAR_KHAGARIA,Census 2001,Census 2001,285,Bihar,KHAGARIA,Bihar,KHAGARIA,Bihar,Khagaria,25.49128644,86.70221498,POINT (86.70221498291636 25.49128644283647),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_7931401157B34FDE,IND_BIHAR_KHAGARIA,Census 2011,Census 2011,295,Bihar,KHAGARIA,Bihar,KHAGARIA,Bihar,Khagaria,25.49128644,86.70221498,POINT (86.70221498291636 25.49128644283647),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_8CCCBD69FEA561C3,IND_BIHAR_KISHANGANJ,Census 2001,Census 2001,262,Bihar,KISHANGANJ,Bihar,KISHANGANJ,Bihar,Kishanganj,26.24477423,87.90650722,POINT (87.90650722198707 26.24477422942407),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_3C99D95E53BE29C0,IND_BIHAR_KISHANGANJ,Census 2011,Census 2011,303,Bihar,KISHANGANJ,Bihar,KISHANGANJ,Bihar,Kishanganj,26.24477423,87.90650722,POINT (87.90650722198707 26.24477422942407),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_FF86E5F97DEE5826,IND_BIHAR_KODERMA,Census 2001,Census 2001,285,Bihar,KODERMA,Bihar,KODERMA,Bihar,Khagaria,25.49128644,86.70221498,POINT (86.70221498291636 25.49128644283647),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_016567DD67326203,IND_BIHAR_KODERMA,Census 2011,Census 2011,295,Bihar,KODERMA,Bihar,KODERMA,Bihar,Khagaria,25.49128644,86.70221498,POINT (86.70221498291636 25.49128644283647),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_B626AD4A4F01D858,IND_BIHAR_LAKHISARAI,Census 2001,Census 2001,312,Bihar,LAKHISARAI,Bihar,LAKHISARAI,Bihar,Lakhisarai,25.15326029,86.17839075,POINT (86.1783907540778 25.153260289903734),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_68F1233B8B54666E,IND_BIHAR_LAKHISARAI,Census 2011,Census 2011,333,Bihar,LAKHISARAI,Bihar,LAKHISARAI,Bihar,Lakhisarai,25.15326029,86.17839075,POINT (86.1783907540778 25.153260289903734),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_4B1A721702C6C3E2,IND_BIHAR_LOHARDAGA,Census 2001,Census 2001,4,Bihar,LOHARDAGA,Bihar,LOHARDAGA,Bihar,Araria,26.26518751,87.36299295,POINT (87.36299295440219 26.265187513961344),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_18480FCE63C318E2,IND_BIHAR_LOHARDAGA,Census 2011,Census 2011,24,Bihar,LOHARDAGA,Bihar,LOHARDAGA,Bihar,Araria,26.26518751,87.36299295,POINT (87.36299295440219 26.265187513961344),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_925E4CCAA2CD3BD6,IND_BIHAR_MADHEPURA,Census 2001,Census 2001,317,Bihar,MADHEPURA,Bihar,MADHEPURA,Bihar,Madhepura,25.78275795,86.93719968,POINT (86.93719967784097 25.782757951894702),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_CCFB78ED4B4A2F90,IND_BIHAR_MADHEPURA,Census 2011,Census 2011,347,Bihar,MADHEPURA,Bihar,MADHEPURA,Bihar,Madhepura,25.78275795,86.93719968,POINT (86.93719967784097 25.782757951894702),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_E627CB4A44DF0E51,IND_BIHAR_MADHUBANI,Census 2001,Census 2001,307,Bihar,MADHUBANI,Bihar,MADHUBANI,Bihar,Madhubani,26.35614781,86.22500125,POINT (86.22500124661148 26.35614780920305),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_08C13EB9CFFF1BD6,IND_BIHAR_MADHUBANI,Census 2011,Census 2011,348,Bihar,MADHUBANI,Bihar,MADHUBANI,Bihar,Madhubani,26.35614781,86.22500125,POINT (86.22500124661148 26.35614780920305),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_82315436F7DBBFB9,IND_BIHAR_MUNGER,Census 2001,Census 2001,348,Bihar,MUNGER,Bihar,MUNGER,Bihar,Munger,25.22218707,86.51793494,POINT (86.51793494209403 25.222187065994675),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_EBCDC3867CD0F73C,IND_BIHAR_MUNGER,Census 2011,Census 2011,383,Bihar,MUNGER,Bihar,MUNGER,Bihar,Munger,25.22218707,86.51793494,POINT (86.51793494209403 25.222187065994675),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_6CA78ADC8918CD5B,IND_BIHAR_MUZAFFARPUR,Census 2001,Census 2001,272,Bihar,MUZAFFARPUR,Bihar,MUZAFFARPUR,Bihar,Muzaffarpur,26.14815036,85.3339574,POINT (85.33395740498625 26.148150357718414),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_5310FD08E6053D7E,IND_BIHAR_MUZAFFARPUR,Census 2011,Census 2011,386,Bihar,MUZAFFARPUR,Bihar,MUZAFFARPUR,Bihar,Muzaffarpur,26.14815036,85.3339574,POINT (85.33395740498625 26.148150357718414),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_910645F47FA38840,IND_BIHAR_NALANDA,Census 2001,Census 2001,349,Bihar,NALANDA,Bihar,NALANDA,Bihar,Nalanda,25.2145712,85.4532958,POINT (85.45329580155065 25.21457119540937),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_E20DFB3172D6ACAE,IND_BIHAR_NALANDA,Census 2011,Census 2011,394,Bihar,NALANDA,Bihar,NALANDA,Bihar,Nalanda,25.2145712,85.4532958,POINT (85.45329580155065 25.21457119540937),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_C29BF34358E8BD73,IND_BIHAR_NAWADA,Census 2001,Census 2001,364,Bihar,NAWADA,Bihar,NAWADA,Bihar,Nawada,24.81798941,85.52408519,POINT (85.52408518858672 24.817989410586705),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_6A9474D61438ED46,IND_BIHAR_NAWADA,Census 2011,Census 2011,405,Bihar,NAWADA,Bihar,NAWADA,Bihar,Nawada,24.81798941,85.52408519,POINT (85.52408518858672 24.817989410586705),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_35498BB553624F41,IND_BIHAR_PAKUR,Census 2001,Census 2001,279,Bihar,PAKUR,Bihar,PAKUR,Bihar,Purnia,25.77861975,87.41351072,POINT (87.41351071948793 25.778619754308068),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_B1BBFE2F242E9FCE,IND_BIHAR_PAKUR,Census 2011,Census 2011,456,Bihar,PAKUR,Bihar,PAKUR,Bihar,Purnia,25.77861975,87.41351072,POINT (87.41351071948793 25.778619754308068),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_4E526C26CD768040,IND_BIHAR_PALAMU,Census 2001,Census 2001,235,Bihar,PALAMU,Bihar,PALAMU,Bihar,Jamui,24.75742689,86.30374068,POINT (86.30374067600778 24.757426889149045),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_AA28B0C1F965DE14,IND_BIHAR_PALAMU,Census 2011,Census 2011,251,Bihar,PALAMU,Bihar,PALAMU,Bihar,Jamui,24.75742689,86.30374068,POINT (86.30374067600778 24.757426889149045),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_B7D90E7BAA146DCE,IND_BIHAR_PASHCHIM_CHAMPARAN,Census 2001,Census 2001,381,Bihar,PASHCHIM CHAMPARAN,Bihar,PASHCHIM CHAMPARAN,Bihar,Pashchim Champaran,27.05198206,84.33381319,POINT (84.33381319065373 27.051982060223565),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_BC9C813F737F0393,IND_BIHAR_PASHCHIM_CHAMPARAN,Census 2011,Census 2011,432,Bihar,PASHCHIM CHAMPARAN,Bihar,PASHCHIM CHAMPARAN,Bihar,Pashchim Champaran,27.05198206,84.33381319,POINT (84.33381319065373 27.051982060223565),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_DE20BB18F7FD15BE,IND_BIHAR_PATNA,Census 2001,Census 2001,387,Bihar,PATNA,Bihar,PATNA,Bihar,Patna,25.46663672,85.1931215,POINT (85.1931215033144 25.46663671633673),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_AFB0F4B30792BEA1,IND_BIHAR_PATNA,Census 2011,Census 2011,438,Bihar,PATNA,Bihar,PATNA,Bihar,Patna,25.46663672,85.1931215,POINT (85.1931215033144 25.46663671633673),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_BDD9A3B46FE85926,IND_BIHAR_PURBI_CHAMPARAN,Census 2001,Census 2001,327,Bihar,PURBI CHAMPARAN,Bihar,PURBI CHAMPARAN,Bihar,Purba Champaran,26.63977478,84.90254561,POINT (84.90254561182108 26.639774780240618),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_42B3309DFCF01C90,IND_BIHAR_PURBI_CHAMPARAN,Census 2011,Census 2011,452,Bihar,PURBI CHAMPARAN,Bihar,PURBI CHAMPARAN,Bihar,Purba Champaran,26.63977478,84.90254561,POINT (84.90254561182108 26.639774780240618),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_22D8253E0BAA112C,IND_BIHAR_PURNIA,Census 2001,Census 2001,279,Bihar,PURNIA,Bihar,PURNIA,Bihar,Purnia,25.77861975,87.41351072,POINT (87.41351071948793 25.778619754308068),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_845E2B72156FEFCF,IND_BIHAR_PURNIA,Census 2011,Census 2011,456,Bihar,PURNIA,Bihar,PURNIA,Bihar,Purnia,25.77861975,87.41351072,POINT (87.41351071948793 25.778619754308068),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_0319E3A9F555AF33,IND_BIHAR_RANCHI,Census 2001,Census 2001,102,Bihar,RANCHI,Bihar,RANCHI,Bihar,Saran,25.92342485,84.7737912,POINT (84.77379120150275 25.923424850043435),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_B0EB5A5519B53297,IND_BIHAR_RANCHI,Census 2011,Census 2011,503,Bihar,RANCHI,Bihar,RANCHI,Bihar,Saran (chhapra),25.92342485,84.7737912,POINT (84.77379120150275 25.923424850043435),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_6CE4E2B9092E6B13,IND_BIHAR_ROHTAS,Census 2001,Census 2001,570,Bihar,ROHTAS,Bihar,ROHTAS,Bihar,Rohtas,24.93869055,84.02214777,POINT (84.02214777369993 24.938690554459004),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_979BC77849C5326F,IND_BIHAR_ROHTAS,Census 2011,Census 2011,484,Bihar,ROHTAS,Bihar,ROHTAS,Bihar,Rohtas,24.93869055,84.02214777,POINT (84.02214777369993 24.938690554459004),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_6654477A45BF55C3,IND_BIHAR_SAHARSA,Census 2001,Census 2001,448,Bihar,SAHARSA,Bihar,SAHARSA,Bihar,Saharsa,25.83800504,86.61287504,POINT (86.61287504143394 25.838005039915345),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_6EECDAE2C585C4B4,IND_BIHAR_SAHARSA,Census 2011,Census 2011,490,Bihar,SAHARSA,Bihar,SAHARSA,Bihar,Saharsa,25.83800504,86.61287504,POINT (86.61287504143394 25.838005039915345),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_FD33BC36342CFDBD,IND_BIHAR_SAHEBGANJ,Census 2001,Census 2001,262,Bihar,SAHEBGANJ,Bihar,SAHEBGANJ,Bihar,Kishanganj,26.24477423,87.90650722,POINT (87.90650722198707 26.24477422942407),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_CDFA0C511DA87873,IND_BIHAR_SAHEBGANJ,Census 2011,Census 2011,303,Bihar,SAHEBGANJ,Bihar,SAHEBGANJ,Bihar,Kishanganj,26.24477423,87.90650722,POINT (87.90650722198707 26.24477422942407),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_9986B5CE4F05433D,IND_BIHAR_SAMASTIPUR,Census 2001,Census 2001,413,Bihar,SAMASTIPUR,Bihar,SAMASTIPUR,Bihar,Samastipur,25.77653118,86.0079087,POINT (86.00790869558294 25.776531183775923),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_9D5EF8D2EF41C388,IND_BIHAR_SAMASTIPUR,Census 2011,Census 2011,495,Bihar,SAMASTIPUR,Bihar,SAMASTIPUR,Bihar,Samastipur,25.77653118,86.0079087,POINT (86.00790869558294 25.776531183775923),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_53D63C1D240F8FCF,IND_BIHAR_SARAN,Census 2001,Census 2001,102,Bihar,SARAN,Bihar,SARAN,Bihar,Saran,25.92342485,84.7737912,POINT (84.77379120150275 25.923424850043435),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_70756C63491EF022,IND_BIHAR_SARAN,Census 2011,Census 2001,102,Bihar,SARAN,Bihar,SARAN,Bihar,Saran,25.92342485,84.7737912,POINT (84.77379120150275 25.923424850043435),geometry.representative_point,alternate_layer_confirmed_name,working_strong,0,1,0,,1
DPV_70BBF1D939169629,IND_BIHAR_SHEIKHPURA,Census 2001,Census 2001,428,Bihar,SHEIKHPURA,Bihar,SHEIKHPURA,Bihar,Sheikhpura,25.12500657,85.81389786,POINT (85.81389786142708 25.12500657207388),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_1DE47D6D5A236680,IND_BIHAR_SHEIKHPURA,Census 2011,Census 2011,514,Bihar,SHEIKHPURA,Bihar,SHEIKHPURA,Bihar,Sheikhpura,25.12500657,85.81389786,POINT (85.81389786142708 25.12500657207388),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_73A342A63C3DF477,IND_BIHAR_SHEOHAR,Census 2001,Census 2001,429,Bihar,SHEOHAR,Bihar,SHEOHAR,Bihar,Sheohar,26.52150197,85.30547137,POINT (85.30547136817326 26.52150197373446),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_8FEE20F5603D6F4B,IND_BIHAR_SHEOHAR,Census 2011,Census 2011,515,Bihar,SHEOHAR,Bihar,SHEOHAR,Bihar,Sheohar,26.52150197,85.30547137,POINT (85.30547136817326 26.52150197373446),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_7C9DAE2F93DFF9B1,IND_BIHAR_SITAMARHI,Census 2001,Census 2001,453,Bihar,SITAMARHI,Bihar,SITAMARHI,Bihar,Sitamarhi,26.57224672,85.58554953,POINT (85.58554953111899 26.572246722990492),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_2A97A7A6DB9E80EF,IND_BIHAR_SITAMARHI,Census 2011,Census 2011,532,Bihar,SITAMARHI,Bihar,SITAMARHI,Bihar,Sitamarhi,26.57224672,85.58554953,POINT (85.58554953111899 26.572246722990492),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_6AC5D93639DF2FD6,IND_BIHAR_SIWAN,Census 2001,Census 2001,456,Bihar,SIWAN,Bihar,SIWAN,Bihar,Siwan,26.1303125,84.39164383,POINT (84.3916438285946 26.130312495135506),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_716470D839DBA9FC,IND_BIHAR_SIWAN,Census 2011,Census 2011,535,Bihar,SIWAN,Bihar,SIWAN,Bihar,Siwan,26.1303125,84.39164383,POINT (84.3916438285946 26.130312495135506),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_FDAFD3CDA0FEFB87,IND_BIHAR_SUPAUL,Census 2001,Census 2001,461,Bihar,SUPAUL,Bihar,SUPAUL,Bihar,Supaul,26.28049586,86.78308319,POINT (86.78308318838536 26.280495863354048),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_2887C95D42B382A2,IND_BIHAR_SUPAUL,Census 2011,Census 2011,553,Bihar,SUPAUL,Bihar,SUPAUL,Bihar,Supaul,26.28049586,86.78308319,POINT (86.78308318838536 26.280495863354048),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_CC3D5A06AF8AC2E9,IND_BIHAR_VAISHALI,Census 2001,Census 2001,521,Bihar,VAISHALI,Bihar,VAISHALI,Bihar,Vaishali,25.74636393,85.39903564,POINT (85.3990356372178 25.74636393233625),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_2E3DFD11BA11C6AD,IND_BIHAR_VAISHALI,Census 2011,Census 2011,598,Bihar,VAISHALI,Bihar,VAISHALI,Bihar,Vaishali,25.74636393,85.39903564,POINT (85.3990356372178 25.74636393233625),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_8D0384551A50EE9D,IND_BIHAR_WEST_SINGHBHUM,Census 2001,Census 2001,413,Bihar,WEST SINGHBHUM,Bihar,WEST SINGHBHUM,Bihar,Samastipur,25.77653118,86.0079087,POINT (86.00790869558294 25.776531183775923),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_A2F1AED84F3E0543,IND_BIHAR_WEST_SINGHBHUM,Census 2011,Census 2011,495,Bihar,WEST SINGHBHUM,Bihar,WEST SINGHBHUM,Bihar,Samastipur,25.77653118,86.0079087,POINT (86.00790869558294 25.776531183775923),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_5ADEEBF7933D4A2A,IND_CHANDIGARH_CHANDIGARH,Census 2001,Census 2001,98,Chandigarh,CHANDIGARH,Chandigarh,CHANDIGARH,Chandigarh,Chandigarh,30.730184,76.78051176,POINT (76.78051175502519 30.730184002448855),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_D5820A2000CE4214,IND_CHANDIGARH_CHANDIGARH,Census 2011,Census 2011,106,Chandigarh,CHANDIGARH,Chandigarh,CHANDIGARH,Chandigarh,Chandigarh,30.730184,76.78051175,POINT (76.78051175491176 30.730184003362076),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_1B3A04D45B744C6D,IND_CHHATTISGARH_BALOD,Census 2001,Census 2001,572,Chhattisgarh,BALOD,Chhattisgarh,BALOD,Chhattisgarh,Korba,22.51609621,82.63613812,POINT (82.63613811521898 22.51609620701489),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_08B8199EEA404376,IND_CHHATTISGARH_BALOD,Census 2011,Census 2011,317,Chhattisgarh,BALOD,Chhattisgarh,BALOD,Chhattisgarh,Korba,22.51609621,82.63613812,POINT (82.63613811521898 22.51609620701489),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_AF67B9B84E6D6F18,IND_CHHATTISGARH_BALODA_BAZAR,Census 2001,Census 2001,55,Chhattisgarh,BALODA BAZAR,Chhattisgarh,BALODA BAZAR,Chhattisgarh,Bastar,19.44467817,81.47732379,POINT (81.47732378666697 19.444678173402668),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_91FA1B4C898A8F35,IND_CHHATTISGARH_BALODA_BAZAR,Census 2011,Census 2011,60,Chhattisgarh,BALODA BAZAR,Chhattisgarh,BALODA BAZAR,Chhattisgarh,Bastar,19.44551038,81.79192811,POINT (81.79192811131404 19.44551038246464),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_076E75D4D98CC65B,IND_CHHATTISGARH_BALRAMPUR,Census 2001,Census 2001,402,Chhattisgarh,BALRAMPUR,Chhattisgarh,BALRAMPUR,Chhattisgarh,Raipur,20.82895036,82.12689562,POINT (82.12689561570974 20.828950359963166),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_9439CB1251E39020,IND_CHHATTISGARH_BALRAMPUR,Census 2011,Census 2011,462,Chhattisgarh,BALRAMPUR,Chhattisgarh,BALRAMPUR,Chhattisgarh,Raipur,20.82895036,82.12689562,POINT (82.12689561570974 20.828950359963166),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_FC7EEAF2A1302D3B,IND_CHHATTISGARH_BASTAR,Census 2001,Census 2001,55,Chhattisgarh,BASTAR,Chhattisgarh,BASTAR,Chhattisgarh,Bastar,19.44467817,81.47732379,POINT (81.47732378666697 19.444678173402668),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_F346BC6D7C6C8611,IND_CHHATTISGARH_BASTAR,Census 2011,Census 2011,60,Chhattisgarh,BASTAR,Chhattisgarh,BASTAR,Chhattisgarh,Bastar,19.44551038,81.79192811,POINT (81.79192811131404 19.44551038246464),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_7AFEB0BC10FB6EBC,IND_CHHATTISGARH_BEMETARA,Census 2001,Census 2001,55,Chhattisgarh,BEMETARA,Chhattisgarh,BEMETARA,Chhattisgarh,Bastar,19.44467817,81.47732379,POINT (81.47732378666697 19.444678173402668),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_CBFFFDCFF9C29938,IND_CHHATTISGARH_BEMETARA,Census 2011,Census 2011,60,Chhattisgarh,BEMETARA,Chhattisgarh,BEMETARA,Chhattisgarh,Bastar,19.44551038,81.79192811,POINT (81.79192811131404 19.44551038246464),geometry.representative_point,working_fuzzy_same_state,working_fallback,1,1,0,,1
DPV_E2DCB4B25C33C896,IND_CHHATTISGARH_BIJAPUR,Census 2001,Census 2011,81,Chhattisgarh,BIJAPUR,Chhattisgarh,BIJAPUR,Chhattisgarh,Bijapur,18.77128065,80.74167338,POINT (80.74167338361207 18.771280652872825),geometry.representative_point,alternate_layer_confirmed_name,working_strong,0,1,0,,1
DPV_ED899CEA3399D460,IND_CHHATTISGARH_BIJAPUR,Census 2011,Census 2011,81,Chhattisgarh,BIJAPUR,Chhattisgarh,BIJAPUR,Chhattisgarh,Bijapur,18.77128065,80.74167338,POINT (80.74167338361207 18.771280652872825),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_1A92D6CBA705768B,IND_CHHATTISGARH_BILASPUR,Census 2001,Census 2001,565,Chhattisgarh,BILASPUR,Chhattisgarh,BILASPUR,Chhattisgarh,Bilaspur,22.41333587,81.83751297,POINT (81.83751296850096 22.41333586602859),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_5196AA263FE5D490,IND_CHHATTISGARH_BILASPUR,Census 2011,Census 2011,85,Chhattisgarh,BILASPUR,Chhattisgarh,BILASPUR,Chhattisgarh,Bilaspur,22.41333587,81.83751297,POINT (81.83751296850096 22.41333586602859),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_D3763C4E83B7A519,IND_CHHATTISGARH_DANTEWADA,Census 2001,Census 2001,123,Chhattisgarh,DANTEWADA,Chhattisgarh,DANTEWADA,Chhattisgarh,Dantewada,18.59746051,81.24444131,POINT (81.24444130629549 18.597460506488297),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_5E064812B69E5790,IND_CHHATTISGARH_DANTEWADA,Census 2011,Census 2001,123,Chhattisgarh,DANTEWADA,Chhattisgarh,DANTEWADA,Chhattisgarh,Dantewada,18.59746051,81.24444131,POINT (81.24444130629549 18.597460506488297),geometry.representative_point,alternate_layer_confirmed_name,working_strong,0,1,0,,1
DPV_5E27D275CE80EA46,IND_CHHATTISGARH_DHAMTARI,Census 2001,Census 2001,131,Chhattisgarh,DHAMTARI,Chhattisgarh,DHAMTARI,Chhattisgarh,Dhamtari,20.53732615,81.71683013,POINT (81.71683012536829 20.537326146243824),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_058D3AB993D80002,IND_CHHATTISGARH_DHAMTARI,Census 2011,Census 2011,144,Chhattisgarh,DHAMTARI,Chhattisgarh,DHAMTARI,Chhattisgarh,Dhamtari,20.53732615,81.71683013,POINT (81.71683012536829 20.537326146243824),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_D45D6DFD0702EC0B,IND_CHHATTISGARH_DURG,Census 2001,Census 2001,147,Chhattisgarh,DURG,Chhattisgarh,DURG,Chhattisgarh,Durg,21.201069,81.40199312,POINT (81.40199312153206 21.201069004806406),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_6EB3ADDBF7A0C112,IND_CHHATTISGARH_DURG,Census 2011,Census 2011,163,Chhattisgarh,DURG,Chhattisgarh,DURG,Chhattisgarh,Durg,21.201069,81.40199312,POINT (81.40199312153206 21.201069004806406),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_307527D7C13C824A,IND_CHHATTISGARH_GARIYABAND,Census 2001,Census 2001,288,Chhattisgarh,GARIYABAND,Chhattisgarh,GARIYABAND,Chhattisgarh,Koriya,23.42793388,82.31884711,POINT (82.31884711322681 23.42793387924803),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_D231916591B08C82,IND_CHHATTISGARH_GARIYABAND,Census 2011,Census 2011,318,Chhattisgarh,GARIYABAND,Chhattisgarh,GARIYABAND,Chhattisgarh,Koriya,23.42793388,82.31884711,POINT (82.31884711322681 23.42793387924803),geometry.representative_point,working_fuzzy_same_state,working_fallback,0,1,0,,1
DPV_20609922B1CB6405,IND_CHHATTISGARH_JANJGIR_CHAMPA,Census 2001,Census 2001,571,Chhattisgarh,JANJGIR-CHAMPA,Chhattisgarh,JANJGIR-CHAMPA,Chhattisgarh,Janjgir - Champa,21.96870199,82.66605779,POINT (82.66605778859774 21.968701985127286),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_7F48F65BCB8238C8,IND_CHHATTISGARH_JANJGIR_CHAMPA,Census 2011,Census 2011,252,Chhattisgarh,JANJGIR-CHAMPA,Chhattisgarh,JANJGIR-CHAMPA,Chhattisgarh,Janjgir-champa,21.96870199,82.66605779,POINT (82.66605778859774 21.968701985127286),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
DPV_43E920BF48FC0232,IND_CHHATTISGARH_JASHPUR,Census 2001,Census 2001,234,Chhattisgarh,JASHPUR,Chhattisgarh,JASHPUR,Chhattisgarh,Jashpur,22.77008367,83.97470143,POINT (83.97470143200876 22.770083672857467),geometry.representative_point,confirmed_exact_unique,confirmed,0,1,0,,1
