district_id,raw_state_name,raw_district_name,canonical_state_name,canonical_district_name,valid_from,valid_to,latitude,longitude,point_method,match_method,match_status,geometry_source,coordinate_source,crop_rows,unique_years,unique_crops,unique_seasons,notes
IND_HIMACHAL_PRADESH_HAMIRPUR,Himachal Pradesh,HAMIRPUR,,,1998,2014,,,,,pending,,,455,17,32,3,
IND_HIMACHAL_PRADESH_KANGRA,Himachal Pradesh,KANGRA,,,1998,2014,,,,,pending,,,649,17,35,3,
IND_HIMACHAL_PRADESH_KINNAUR,Himachal Pradesh,KINNAUR,,,1998,2014,,,,,pending,,,270,17,17,3,
IND_HIMACHAL_PRADESH_KULLU,Himachal Pradesh,KULLU,,,1998,2014,,,,,pending,,,532,17,28,3,
IND_HIMACHAL_PRADESH_LAHUL_AND_SPITI,Himachal Pradesh,LAHUL AND SPITI,,,1998,2014,,,,,pending,,,191,17,10,3,
IND_HIMACHAL_PRADESH_MANDI,Himachal Pradesh,MANDI,,,1998,2014,,,,,pending,,,648,17,33,3,
IND_HIMACHAL_PRADESH_SHIMLA,Himachal Pradesh,SHIMLA,,,1998,2014,,,,,pending,,,633,17,31,3,
IND_HIMACHAL_PRADESH_SIRMAUR,Himachal Pradesh,SIRMAUR,,,1998,2014,,,,,pending,,,650,17,33,3,
IND_HIMACHAL_PRADESH_SOLAN,Himachal Pradesh,SOLAN,,,1998,2014,,,,,pending,,,544,17,30,3,
IND_HIMACHAL_PRADESH_UNA,Himachal Pradesh,UNA,,,1998,2014,,,,,pending,,,503,17,31,3,
IND_JAMMU_AND_KASHMIR_ANANTNAG,Jammu and Kashmir,ANANTNAG,,,1997,2014,,,,,pending,,,240,17,20,3,
IND_JAMMU_AND_KASHMIR_BADGAM,Jammu and Kashmir,BADGAM,,,1997,2014,,,,,pending,,,280,17,22,3,
IND_JAMMU_AND_KASHMIR_BANDIPORA,Jammu and Kashmir,BANDIPORA,,,2007,2014,,,,,pending,,,95,8,17,2,
IND_JAMMU_AND_KASHMIR_BARAMULLA,Jammu and Kashmir,BARAMULLA,,,1997,2014,,,,,pending,,,229,17,26,3,
IND_JAMMU_AND_KASHMIR_DODA,Jammu and Kashmir,DODA,,,1997,2014,,,,,pending,,,300,17,27,3,
IND_JAMMU_AND_KASHMIR_GANDERBAL,Jammu and Kashmir,GANDERBAL,,,2007,2014,,,,,pending,,,60,8,11,2,
IND_JAMMU_AND_KASHMIR_JAMMU,Jammu and Kashmir,JAMMU,,,1997,2014,,,,,pending,,,461,17,40,3,
IND_JAMMU_AND_KASHMIR_KARGIL,Jammu and Kashmir,KARGIL,,,1997,2014,,,,,pending,,,104,16,17,3,
IND_JAMMU_AND_KASHMIR_KATHUA,Jammu and Kashmir,KATHUA,,,1997,2014,,,,,pending,,,459,17,38,3,
IND_JAMMU_AND_KASHMIR_KISHTWAR,Jammu and Kashmir,KISHTWAR,,,2007,2014,,,,,pending,,,118,8,18,2,
IND_JAMMU_AND_KASHMIR_KULGAM,Jammu and Kashmir,KULGAM,,,2007,2014,,,,,pending,,,99,8,15,2,
IND_JAMMU_AND_KASHMIR_KUPWARA,Jammu and Kashmir,KUPWARA,,,1997,2014,,,,,pending,,,112,15,12,3,
IND_JAMMU_AND_KASHMIR_LEH_LADAKH,Jammu and Kashmir,LEH LADAKH,,,1997,2014,,,,,pending,,,190,17,22,3,
IND_JAMMU_AND_KASHMIR_POONCH,Jammu and Kashmir,POONCH,,,1997,2014,,,,,pending,,,189,17,18,3,
IND_JAMMU_AND_KASHMIR_PULWAMA,Jammu and Kashmir,PULWAMA,,,1997,2014,,,,,pending,,,253,17,17,3,
IND_JAMMU_AND_KASHMIR_RAJAURI,Jammu and Kashmir,RAJAURI,,,1997,2014,,,,,pending,,,296,17,35,3,
IND_JAMMU_AND_KASHMIR_RAMBAN,Jammu and Kashmir,RAMBAN,,,2007,2014,,,,,pending,,,46,8,5,2,
IND_JAMMU_AND_KASHMIR_REASI,Jammu and Kashmir,REASI,,,2007,2014,,,,,pending,,,152,8,29,2,
IND_JAMMU_AND_KASHMIR_SAMBA,Jammu and Kashmir,SAMBA,,,2007,2014,,,,,pending,,,154,8,26,2,
IND_JAMMU_AND_KASHMIR_SHOPIAN,Jammu and Kashmir,SHOPIAN,,,2007,2014,,,,,pending,,,58,8,8,2,
IND_JAMMU_AND_KASHMIR_SRINAGAR,Jammu and Kashmir,SRINAGAR,,,1997,2014,,,,,pending,,,277,17,26,3,
IND_JAMMU_AND_KASHMIR_UDHAMPUR,Jammu and Kashmir,UDHAMPUR,,,1997,2014,,,,,pending,,,417,17,34,3,
IND_JHARKHAND_BOKARO,Jharkhand,BOKARO,,,2002,2014,,,,,pending,,,156,13,9,3,
IND_JHARKHAND_CHATRA,Jharkhand,CHATRA,,,2002,2014,,,,,pending,,,196,13,12,5,
IND_JHARKHAND_DEOGHAR,Jharkhand,DEOGHAR,,,2002,2014,,,,,pending,,,166,13,10,3,
IND_JHARKHAND_DHANBAD,Jharkhand,DHANBAD,,,2002,2014,,,,,pending,,,128,13,9,3,
IND_JHARKHAND_DUMKA,Jharkhand,DUMKA,,,2002,2014,,,,,pending,,,190,13,10,4,
IND_JHARKHAND_EAST_SINGHBUM,Jharkhand,EAST SINGHBUM,,,2002,2014,,,,,pending,,,156,13,12,4,
IND_JHARKHAND_GARHWA,Jharkhand,GARHWA,,,2002,2014,,,,,pending,,,209,13,13,5,
IND_JHARKHAND_GIRIDIH,Jharkhand,GIRIDIH,,,2002,2014,,,,,pending,,,184,13,9,4,
IND_JHARKHAND_GODDA,Jharkhand,GODDA,,,2002,2014,,,,,pending,,,212,13,12,5,
IND_JHARKHAND_GUMLA,Jharkhand,GUMLA,,,2002,2014,,,,,pending,,,210,13,12,5,
IND_JHARKHAND_HAZARIBAGH,Jharkhand,HAZARIBAGH,,,2002,2014,,,,,pending,,,232,13,13,5,
IND_JHARKHAND_JAMTARA,Jharkhand,JAMTARA,,,2003,2014,,,,,pending,,,156,12,9,3,
IND_JHARKHAND_KHUNTI,Jharkhand,KHUNTI,,,2008,2014,,,,,pending,,,82,7,11,3,
IND_JHARKHAND_KODERMA,Jharkhand,KODERMA,,,2002,2014,,,,,pending,,,189,13,12,5,
IND_JHARKHAND_LATEHAR,Jharkhand,LATEHAR,,,2003,2014,,,,,pending,,,196,12,12,5,
IND_JHARKHAND_LOHARDAGA,Jharkhand,LOHARDAGA,,,2002,2014,,,,,pending,,,200,13,12,5,
IND_JHARKHAND_PAKUR,Jharkhand,PAKUR,,,2002,2014,,,,,pending,,,176,13,11,5,
IND_JHARKHAND_PALAMU,Jharkhand,PALAMU,,,2002,2014,,,,,pending,,,222,13,13,5,
IND_JHARKHAND_RAMGARH,Jharkhand,RAMGARH,,,2008,2014,,,,,pending,,,79,7,9,3,
IND_JHARKHAND_RANCHI,Jharkhand,RANCHI,,,2002,2014,,,,,pending,,,217,13,11,5,
IND_JHARKHAND_SAHEBGANJ,Jharkhand,SAHEBGANJ,,,2002,2014,,,,,pending,,,170,13,12,5,
IND_JHARKHAND_SARAIKELA_KHARSAWAN,Jharkhand,SARAIKELA KHARSAWAN,,,2003,2014,,,,,pending,,,150,12,12,5,
IND_JHARKHAND_SIMDEGA,Jharkhand,SIMDEGA,,,2003,2014,,,,,pending,,,179,12,12,5,
IND_JHARKHAND_WEST_SINGHBHUM,Jharkhand,WEST SINGHBHUM,,,2002,2014,,,,,pending,,,168,13,11,4,
IND_KARNATAKA_BAGALKOT,Karnataka,BAGALKOT,,,1998,2014,,,,,pending,,,1445,17,52,4,
IND_KARNATAKA_BANGALORE_RURAL,Karnataka,BANGALORE RURAL,,,1997,2014,,,,,pending,,,1556,18,55,4,
IND_KARNATAKA_BELGAUM,Karnataka,BELGAUM,,,1997,2014,,,,,pending,,,1827,18,58,4,
IND_KARNATAKA_BELLARY,Karnataka,BELLARY,,,1997,2014,,,,,pending,,,1752,18,55,4,
IND_KARNATAKA_BENGALURU_URBAN,Karnataka,BENGALURU URBAN,,,1997,2014,,,,,pending,,,1319,18,50,4,
IND_KARNATAKA_BIDAR,Karnataka,BIDAR,,,1997,2014,,,,,pending,,,1541,18,54,4,
IND_KARNATAKA_BIJAPUR,Karnataka,BIJAPUR,,,1997,2014,,,,,pending,,,1380,18,45,4,
IND_KARNATAKA_CHAMARAJANAGAR,Karnataka,CHAMARAJANAGAR,,,1998,2014,,,,,pending,,,1663,17,56,4,
IND_KARNATAKA_CHIKBALLAPUR,Karnataka,CHIKBALLAPUR,,,2007,2014,,,,,pending,,,656,8,34,4,
IND_KARNATAKA_CHIKMAGALUR,Karnataka,CHIKMAGALUR,,,1997,2014,,,,,pending,,,1619,18,58,4,
IND_KARNATAKA_CHITRADURGA,Karnataka,CHITRADURGA,,,1997,2014,,,,,pending,,,1656,18,55,4,
IND_KARNATAKA_DAKSHIN_KANNAD,Karnataka,DAKSHIN KANNAD,,,1997,2014,,,,,pending,,,714,18,37,4,
IND_KARNATAKA_DAVANGERE,Karnataka,DAVANGERE,,,1998,2014,,,,,pending,,,1742,17,58,4,
IND_KARNATAKA_DHARWAD,Karnataka,DHARWAD,,,1997,2014,,,,,pending,,,1624,18,57,4,
IND_KARNATAKA_GADAG,Karnataka,GADAG,,,1998,2014,,,,,pending,,,1493,17,52,4,
IND_KARNATAKA_GULBARGA,Karnataka,GULBARGA,,,1997,2014,,,,,pending,,,1645,18,55,4,
IND_KARNATAKA_HASSAN,Karnataka,HASSAN,,,1997,2014,,,,,pending,,,1767,18,57,4,
IND_KARNATAKA_HAVERI,Karnataka,HAVERI,,,1998,2014,,,,,pending,,,1714,17,57,4,
IND_KARNATAKA_KODAGU,Karnataka,KODAGU,,,1997,2014,,,,,pending,,,825,18,45,4,
IND_KARNATAKA_KOLAR,Karnataka,KOLAR,,,1997,2014,,,,,pending,,,1234,18,49,4,
IND_KARNATAKA_KOPPAL,Karnataka,KOPPAL,,,1998,2014,,,,,pending,,,1341,17,44,4,
IND_KARNATAKA_MANDYA,Karnataka,MANDYA,,,1997,2014,,,,,pending,,,1531,18,55,4,
IND_KARNATAKA_MYSORE,Karnataka,MYSORE,,,1997,2014,,,,,pending,,,1640,18,58,4,
IND_KARNATAKA_RAICHUR,Karnataka,RAICHUR,,,1997,2014,,,,,pending,,,1365,18,47,4,
IND_KARNATAKA_RAMANAGARA,Karnataka,RAMANAGARA,,,2007,2014,,,,,pending,,,620,8,39,4,
IND_KARNATAKA_SHIMOGA,Karnataka,SHIMOGA,,,1997,2014,,,,,pending,,,1625,18,58,4,
IND_KARNATAKA_TUMKUR,Karnataka,TUMKUR,,,1997,2014,,,,,pending,,,1837,18,59,4,
IND_KARNATAKA_UDUPI,Karnataka,UDUPI,,,1998,2014,,,,,pending,,,738,17,37,4,
IND_KARNATAKA_UTTAR_KANNAD,Karnataka,UTTAR KANNAD,,,1997,2014,,,,,pending,,,1325,18,49,4,
IND_KARNATAKA_YADGIR,Karnataka,YADGIR,,,2010,2014,,,,,pending,,,420,5,29,4,
IND_KERALA_ALAPPUZHA,Kerala,ALAPPUZHA,,,1997,2014,,,,,pending,,,526,18,30,5,
IND_KERALA_ERNAKULAM,Kerala,ERNAKULAM,,,1997,2014,,,,,pending,,,507,18,31,5,
IND_KERALA_IDUKKI,Kerala,IDUKKI,,,1997,2014,,,,,pending,,,636,18,40,5,
IND_KERALA_KANNUR,Kerala,KANNUR,,,1997,2014,,,,,pending,,,500,18,31,5,
IND_KERALA_KASARAGOD,Kerala,KASARAGOD,,,1997,2014,,,,,pending,,,558,18,37,5,
IND_KERALA_KOLLAM,Kerala,KOLLAM,,,1997,2014,,,,,pending,,,502,18,33,5,
IND_KERALA_KOTTAYAM,Kerala,KOTTAYAM,,,1997,2014,,,,,pending,,,532,18,32,5,
IND_KERALA_KOZHIKODE,Kerala,KOZHIKODE,,,1997,2014,,,,,pending,,,476,18,29,5,
IND_KERALA_MALAPPURAM,Kerala,MALAPPURAM,,,1997,2014,,,,,pending,,,543,18,34,5,
IND_KERALA_PALAKKAD,Kerala,PALAKKAD,,,1997,2014,,,,,pending,,,710,18,42,5,
IND_KERALA_PATHANAMTHITTA,Kerala,PATHANAMTHITTA,,,1997,2014,,,,,pending,,,515,18,31,5,
IND_KERALA_THIRUVANANTHAPURAM,Kerala,THIRUVANANTHAPURAM,,,1997,2014,,,,,pending,,,481,18,34,5,
IND_KERALA_THRISSUR,Kerala,THRISSUR,,,1997,2014,,,,,pending,,,510,18,34,5,
IND_KERALA_WAYANAD,Kerala,WAYANAD,,,1997,2014,,,,,pending,,,534,18,37,4,
IND_MADHYA_PRADESH_AGAR_MALWA,Madhya Pradesh,AGAR MALWA,,,2013,2014,,,,,pending,,,68,2,30,3,
IND_MADHYA_PRADESH_ALIRAJPUR,Madhya Pradesh,ALIRAJPUR,,,2008,2014,,,,,pending,,,368,7,32,3,
IND_MADHYA_PRADESH_ANUPPUR,Madhya Pradesh,ANUPPUR,,,2002,2014,,,,,pending,,,678,13,50,3,
IND_MADHYA_PRADESH_ASHOKNAGAR,Madhya Pradesh,ASHOKNAGAR,,,2003,2014,,,,,pending,,,580,12,47,3,
IND_MADHYA_PRADESH_BALAGHAT,Madhya Pradesh,BALAGHAT,,,1997,2014,,,,,pending,,,1130,18,58,3,
IND_MADHYA_PRADESH_BARWANI,Madhya Pradesh,BARWANI,,,1998,2014,,,,,pending,,,958,17,55,3,
IND_MADHYA_PRADESH_BASTAR,Madhya Pradesh,BASTAR,,,1997,1999,,,,,pending,,,44,3,25,3,
IND_MADHYA_PRADESH_BETUL,Madhya Pradesh,BETUL,,,1997,2014,,,,,pending,,,1002,18,56,3,
IND_MADHYA_PRADESH_BHIND,Madhya Pradesh,BHIND,,,1997,2014,,,,,pending,,,775,18,50,3,
IND_MADHYA_PRADESH_BHOPAL,Madhya Pradesh,BHOPAL,,,1997,2014,,,,,pending,,,802,18,49,3,
IND_MADHYA_PRADESH_BILASPUR,Madhya Pradesh,BILASPUR,,,1997,1999,,,,,pending,,,44,3,25,3,
IND_MADHYA_PRADESH_BURHANPUR,Madhya Pradesh,BURHANPUR,,,2003,2014,,,,,pending,,,662,12,51,3,
IND_MADHYA_PRADESH_CHHATARPUR,Madhya Pradesh,CHHATARPUR,,,1997,2014,,,,,pending,,,1018,18,54,3,
IND_MADHYA_PRADESH_CHHINDWARA,Madhya Pradesh,CHHINDWARA,,,1997,2014,,,,,pending,,,1131,18,58,3,
IND_MADHYA_PRADESH_DAMOH,Madhya Pradesh,DAMOH,,,1997,2014,,,,,pending,,,975,18,52,3,
IND_MADHYA_PRADESH_DANTEWADA,Madhya Pradesh,DANTEWADA,,,1998,1999,,,,,pending,,,31,2,24,3,
IND_MADHYA_PRADESH_DATIA,Madhya Pradesh,DATIA,,,1997,2014,,,,,pending,,,855,18,50,3,
IND_MADHYA_PRADESH_DEWAS,Madhya Pradesh,DEWAS,,,1997,2014,,,,,pending,,,919,18,55,3,
IND_MADHYA_PRADESH_DHAMTARI,Madhya Pradesh,DHAMTARI,,,1998,1999,,,,,pending,,,28,2,20,3,
IND_MADHYA_PRADESH_DHAR,Madhya Pradesh,DHAR,,,1997,2014,,,,,pending,,,1095,18,59,3,
IND_MADHYA_PRADESH_DINDORI,Madhya Pradesh,DINDORI,,,1998,2014,,,,,pending,,,806,17,43,3,
IND_MADHYA_PRADESH_DURG,Madhya Pradesh,DURG,,,1997,1999,,,,,pending,,,43,3,23,3,
IND_MADHYA_PRADESH_GUNA,Madhya Pradesh,GUNA,,,1997,2014,,,,,pending,,,880,18,50,3,
IND_MADHYA_PRADESH_GWALIOR,Madhya Pradesh,GWALIOR,,,1997,2014,,,,,pending,,,783,18,45,3,
IND_MADHYA_PRADESH_HARDA,Madhya Pradesh,HARDA,,,1998,2014,,,,,pending,,,928,17,55,3,
IND_MADHYA_PRADESH_HOSHANGABAD,Madhya Pradesh,HOSHANGABAD,,,1997,2014,,,,,pending,,,1060,18,60,3,
IND_MADHYA_PRADESH_INDORE,Madhya Pradesh,INDORE,,,1997,2014,,,,,pending,,,810,18,50,3,
IND_MADHYA_PRADESH_JABALPUR,Madhya Pradesh,JABALPUR,,,1997,2014,,,,,pending,,,987,18,54,3,
IND_MADHYA_PRADESH_JANJGIR_CHAMPA,Madhya Pradesh,JANJGIR-CHAMPA,,,1998,1999,,,,,pending,,,29,2,21,3,
IND_MADHYA_PRADESH_JASHPUR,Madhya Pradesh,JASHPUR,,,1998,1999,,,,,pending,,,30,2,22,3,
IND_MADHYA_PRADESH_JHABUA,Madhya Pradesh,JHABUA,,,1997,2014,,,,,pending,,,942,18,54,3,
IND_MADHYA_PRADESH_KABIRDHAM,Madhya Pradesh,KABIRDHAM,,,1998,1998,,,,,pending,,,12,1,12,3,
IND_MADHYA_PRADESH_KANKER,Madhya Pradesh,KANKER,,,1998,1999,,,,,pending,,,31,2,23,3,
IND_MADHYA_PRADESH_KATNI,Madhya Pradesh,KATNI,,,1998,2014,,,,,pending,,,923,17,52,3,
IND_MADHYA_PRADESH_KHANDWA,Madhya Pradesh,KHANDWA,,,1997,2014,,,,,pending,,,1123,18,62,3,
IND_MADHYA_PRADESH_KHARGONE,Madhya Pradesh,KHARGONE,,,1997,2014,,,,,pending,,,1012,18,58,3,
IND_MADHYA_PRADESH_KORBA,Madhya Pradesh,KORBA,,,1998,1999,,,,,pending,,,29,2,21,3,
IND_MADHYA_PRADESH_KOREA,Madhya Pradesh,KOREA,,,1998,1999,,,,,pending,,,29,2,22,3,
IND_MADHYA_PRADESH_MAHASAMUND,Madhya Pradesh,MAHASAMUND,,,1998,1999,,,,,pending,,,29,2,21,3,
IND_MADHYA_PRADESH_MANDLA,Madhya Pradesh,MANDLA,,,1997,2014,,,,,pending,,,953,18,48,3,
IND_MADHYA_PRADESH_MANDSAUR,Madhya Pradesh,MANDSAUR,,,1997,2014,,,,,pending,,,866,18,55,3,
IND_MADHYA_PRADESH_MORENA,Madhya Pradesh,MORENA,,,1997,2014,,,,,pending,,,766,18,43,3,
IND_MADHYA_PRADESH_NARSINGHPUR,Madhya Pradesh,NARSINGHPUR,,,1997,2014,,,,,pending,,,972,18,54,3,
IND_MADHYA_PRADESH_NEEMUCH,Madhya Pradesh,NEEMUCH,,,1998,2014,,,,,pending,,,802,17,51,3,
IND_MADHYA_PRADESH_PANNA,Madhya Pradesh,PANNA,,,1997,2014,,,,,pending,,,956,18,55,3,
IND_MADHYA_PRADESH_RAIPUR,Madhya Pradesh,RAIPUR,,,1997,1999,,,,,pending,,,46,3,25,3,
IND_MADHYA_PRADESH_RAISEN,Madhya Pradesh,RAISEN,,,1997,2014,,,,,pending,,,949,18,54,3,
IND_MADHYA_PRADESH_RAJGARH,Madhya Pradesh,RAJGARH,,,1997,2014,,,,,pending,,,835,18,58,3,
IND_MADHYA_PRADESH_RAJNANDGAON,Madhya Pradesh,RAJNANDGAON,,,1997,1999,,,,,pending,,,45,3,26,3,
IND_MADHYA_PRADESH_RATLAM,Madhya Pradesh,RATLAM,,,1997,2014,,,,,pending,,,976,18,57,3,
IND_MADHYA_PRADESH_REWA,Madhya Pradesh,REWA,,,1997,2014,,,,,pending,,,996,18,56,3,
IND_MADHYA_PRADESH_SAGAR,Madhya Pradesh,SAGAR,,,1997,2014,,,,,pending,,,1036,18,57,3,
IND_MADHYA_PRADESH_SATNA,Madhya Pradesh,SATNA,,,1997,2014,,,,,pending,,,976,18,56,3,
IND_MADHYA_PRADESH_SEHORE,Madhya Pradesh,SEHORE,,,1997,2014,,,,,pending,,,886,18,51,3,
IND_MADHYA_PRADESH_SEONI,Madhya Pradesh,SEONI,,,1997,2014,,,,,pending,,,1067,18,58,3,
IND_MADHYA_PRADESH_SHAHDOL,Madhya Pradesh,SHAHDOL,,,1997,2014,,,,,pending,,,1004,18,58,3,
IND_MADHYA_PRADESH_SHAJAPUR,Madhya Pradesh,SHAJAPUR,,,1997,2014,,,,,pending,,,882,18,54,3,
IND_MADHYA_PRADESH_SHEOPUR,Madhya Pradesh,SHEOPUR,,,1998,2014,,,,,pending,,,736,17,42,3,
IND_MADHYA_PRADESH_SHIVPURI,Madhya Pradesh,SHIVPURI,,,1997,2014,,,,,pending,,,948,18,54,3,
IND_MADHYA_PRADESH_SIDHI,Madhya Pradesh,SIDHI,,,1997,2014,,,,,pending,,,976,18,55,3,
IND_MADHYA_PRADESH_SINGRAULI,Madhya Pradesh,SINGRAULI,,,2008,2014,,,,,pending,,,373,7,35,3,
IND_MADHYA_PRADESH_SURGUJA,Madhya Pradesh,SURGUJA,,,1997,1999,,,,,pending,,,45,3,25,3,
IND_MADHYA_PRADESH_TIKAMGARH,Madhya Pradesh,TIKAMGARH,,,1997,2014,,,,,pending,,,957,18,53,3,
IND_MADHYA_PRADESH_UJJAIN,Madhya Pradesh,UJJAIN,,,1997,2014,,,,,pending,,,888,18,57,3,
IND_MADHYA_PRADESH_UMARIA,Madhya Pradesh,UMARIA,,,1998,2014,,,,,pending,,,866,17,48,3,
IND_MADHYA_PRADESH_VIDISHA,Madhya Pradesh,VIDISHA,,,1997,2014,,,,,pending,,,872,18,52,3,
IND_MAHARASHTRA_AHMEDNAGAR,Maharashtra,AHMEDNAGAR,,,1997,2014,,,,,pending,,,1010,18,35,5,
IND_MAHARASHTRA_AKOLA,Maharashtra,AKOLA,,,1997,2014,,,,,pending,,,722,18,31,4,
IND_MAHARASHTRA_AMRAVATI,Maharashtra,AMRAVATI,,,1997,2014,,,,,pending,,,820,18,34,4,
IND_MAHARASHTRA_AURANGABAD,Maharashtra,AURANGABAD,,,1997,2014,,,,,pending,,,879,18,32,4,
IND_MAHARASHTRA_BEED,Maharashtra,BEED,,,1997,2014,,,,,pending,,,964,18,34,4,
IND_MAHARASHTRA_BHANDARA,Maharashtra,BHANDARA,,,1997,2014,,,,,pending,,,585,18,29,4,
IND_MAHARASHTRA_BULDHANA,Maharashtra,BULDHANA,,,1997,2014,,,,,pending,,,826,18,34,4,
IND_MAHARASHTRA_CHANDRAPUR,Maharashtra,CHANDRAPUR,,,1997,2014,,,,,pending,,,678,18,31,4,
IND_MAHARASHTRA_DHULE,Maharashtra,DHULE,,,1997,2014,,,,,pending,,,868,18,34,5,
IND_MAHARASHTRA_GADCHIROLI,Maharashtra,GADCHIROLI,,,1997,2014,,,,,pending,,,629,18,28,4,
IND_MAHARASHTRA_GONDIA,Maharashtra,GONDIA,,,1999,2014,,,,,pending,,,472,16,25,4,
IND_MAHARASHTRA_HINGOLI,Maharashtra,HINGOLI,,,1999,2014,,,,,pending,,,786,16,30,4,
IND_MAHARASHTRA_JALGAON,Maharashtra,JALGAON,,,1997,2014,,,,,pending,,,828,18,32,5,
IND_MAHARASHTRA_JALNA,Maharashtra,JALNA,,,1997,2014,,,,,pending,,,883,18,34,4,
IND_MAHARASHTRA_KOLHAPUR,Maharashtra,KOLHAPUR,,,1997,2014,,,,,pending,,,855,18,32,4,
IND_MAHARASHTRA_LATUR,Maharashtra,LATUR,,,1997,2014,,,,,pending,,,970,18,32,4,
IND_MAHARASHTRA_MUMBAI,Maharashtra,MUMBAI,,,1997,1997,,,,,pending,,,2,1,1,1,
IND_MAHARASHTRA_NAGPUR,Maharashtra,NAGPUR,,,1997,2014,,,,,pending,,,789,18,32,4,
IND_MAHARASHTRA_NANDED,Maharashtra,NANDED,,,1997,2014,,,,,pending,,,950,18,33,4,
IND_MAHARASHTRA_NANDURBAR,Maharashtra,NANDURBAR,,,1999,2014,,,,,pending,,,786,16,30,4,
IND_MAHARASHTRA_NASHIK,Maharashtra,NASHIK,,,1997,2014,,,,,pending,,,946,18,34,5,
IND_MAHARASHTRA_OSMANABAD,Maharashtra,OSMANABAD,,,1997,2014,,,,,pending,,,962,18,34,5,
IND_MAHARASHTRA_PALGHAR,Maharashtra,PALGHAR,,,2005,2014,,,,,pending,,,23,3,12,3,
IND_MAHARASHTRA_PARBHANI,Maharashtra,PARBHANI,,,1997,2014,,,,,pending,,,971,18,34,4,
IND_MAHARASHTRA_PUNE,Maharashtra,PUNE,,,1997,2014,,,,,pending,,,1013,18,34,5,
IND_MAHARASHTRA_RAIGAD,Maharashtra,RAIGAD,,,1997,2014,,,,,pending,,,492,18,22,4,
IND_MAHARASHTRA_RATNAGIRI,Maharashtra,RATNAGIRI,,,1997,2014,,,,,pending,,,445,18,21,4,
IND_MAHARASHTRA_SANGLI,Maharashtra,SANGLI,,,1997,2014,,,,,pending,,,929,18,33,4,
IND_MAHARASHTRA_SATARA,Maharashtra,SATARA,,,1997,2014,,,,,pending,,,985,18,34,4,
IND_MAHARASHTRA_SINDHUDURG,Maharashtra,SINDHUDURG,,,1997,2014,,,,,pending,,,426,18,20,4,
IND_MAHARASHTRA_SOLAPUR,Maharashtra,SOLAPUR,,,1997,2014,,,,,pending,,,938,18,34,4,
IND_MAHARASHTRA_THANE,Maharashtra,THANE,,,1997,2014,,,,,pending,,,569,18,24,4,
IND_MAHARASHTRA_WARDHA,Maharashtra,WARDHA,,,1997,2014,,,,,pending,,,653,18,33,4,
IND_MAHARASHTRA_WASHIM,Maharashtra,WASHIM,,,1999,2014,,,,,pending,,,616,16,29,4,
IND_MAHARASHTRA_YAVATMAL,Maharashtra,YAVATMAL,,,1997,2014,,,,,pending,,,713,18,34,4,
IND_MANIPUR_BISHNUPUR,Manipur,BISHNUPUR,,,1997,2014,,,,,pending,,,419,18,45,6,
IND_MANIPUR_CHANDEL,Manipur,CHANDEL,,,1997,2014,,,,,pending,,,437,18,45,6,
IND_MANIPUR_CHURACHANDPUR,Manipur,CHURACHANDPUR,,,1997,2014,,,,,pending,,,418,18,47,6,
IND_MANIPUR_IMPHAL_EAST,Manipur,IMPHAL EAST,,,1997,2014,,,,,pending,,,374,18,46,6,
IND_MANIPUR_IMPHAL_WEST,Manipur,IMPHAL WEST,,,1997,2014,,,,,pending,,,367,18,43,6,
IND_MANIPUR_SENAPATI,Manipur,SENAPATI,,,1997,2014,,,,,pending,,,449,18,45,6,
IND_MANIPUR_TAMENGLONG,Manipur,TAMENGLONG,,,1997,2014,,,,,pending,,,349,18,43,6,
IND_MANIPUR_THOUBAL,Manipur,THOUBAL,,,1997,2014,,,,,pending,,,379,18,43,6,
IND_MANIPUR_UKHRUL,Manipur,UKHRUL,,,1997,2014,,,,,pending,,,392,18,43,6,
IND_MEGHALAYA_EAST_GARO_HILLS,Meghalaya,EAST GARO HILLS,,,1997,2014,,,,,pending,,,936,18,39,6,
IND_MEGHALAYA_EAST_JAINTIA_HILLS,Meghalaya,EAST JAINTIA HILLS,,,1997,2014,,,,,pending,,,650,18,30,6,
IND_MEGHALAYA_EAST_KHASI_HILLS,Meghalaya,EAST KHASI HILLS,,,1997,2014,,,,,pending,,,607,18,29,6,
IND_MEGHALAYA_NORTH_GARO_HILLS,Meghalaya,NORTH GARO HILLS,,,2013,2014,,,,,pending,,,117,2,30,6,
IND_MEGHALAYA_RI_BHOI,Meghalaya,RI BHOI,,,1997,2014,,,,,pending,,,603,18,30,6,
IND_MEGHALAYA_SOUTH_GARO_HILLS,Meghalaya,SOUTH GARO HILLS,,,1997,2014,,,,,pending,,,868,18,37,6,
IND_MEGHALAYA_SOUTH_WEST_GARO_HILLS,Meghalaya,SOUTH WEST GARO HILLS,,,2013,2014,,,,,pending,,,121,2,31,6,
IND_MEGHALAYA_SOUTH_WEST_KHASI_HILLS,Meghalaya,SOUTH WEST KHASI HILLS,,,2013,2014,,,,,pending,,,73,2,19,6,
IND_MEGHALAYA_WEST_GARO_HILLS,Meghalaya,WEST GARO HILLS,,,1997,2014,,,,,pending,,,964,18,40,6,
IND_MEGHALAYA_WEST_JAINTIA_HILLS,Meghalaya,WEST JAINTIA HILLS,,,2013,2014,,,,,pending,,,77,2,20,6,
