census_version,source_layer,source_feature_index,raw_state_name,raw_district_name,raw_state_code,raw_district_code,normalized_state_name,normalized_district_name,state_compare_key,district_compare_key,geometry_type,geometry_valid,geometry_area_native
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,45,Karnataka,Bangalore Rural,29,29,KARNATAKA,BANGALORE RURAL,KARNATAKA,BANGALORERURAL,MultiPolygon,True,0.192308197091785
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,46,Karnataka,Bangalore,29,18,KARNATAKA,BANGALORE,KARNATAKA,BANGALORE,Polygon,True,0.18183257526536498
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,47,Bihar,Banka,10,23,BIHAR,BANKA,BIHAR,BANKA,Polygon,True,0.27686212349488076
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,48,West Bengal,Bankura,19,13,WEST BENGAL,BANKURA,WESTBENGAL,BANKURA,Polygon,True,0.6126316493896347
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,49,Rajasthan,Banswara,8,27,RAJASTHAN,BANSWARA,RAJASTHAN,BANSWARA,Polygon,True,0.39826198874369306
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,50,Uttar Pradesh,Bara Banki,9,45,UTTAR PRADESH,BARA BANKI,UTTARPRADESH,BARABANKI,Polygon,True,0.34468990209642597
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,51,Odisha,Bargarh,21,1,ODISHA,BARGARH,ODISHA,BARGARH,Polygon,True,0.5040774906338248
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,52,Jammu & Kashmir,Baramula,1,8,JAMMU & KASHMIR,BARAMULA,JAMMUKASHMIR,BARAMULA,Polygon,True,0.1733803241931609
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,53,Rajasthan,Baran,8,30,RAJASTHAN,BARAN,RAJASTHAN,BARAN,Polygon,True,0.6098939724494905
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,54,West Bengal,Barddhaman,19,9,WEST BENGAL,BARDDHAMAN,WESTBENGAL,BARDDHAMAN,Polygon,True,0.6207191722542393
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,55,Uttar Pradesh,Bareilly,9,19,UTTAR PRADESH,BAREILLY,UTTARPRADESH,BAREILLY,Polygon,True,0.34867363943826524
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,56,Rajasthan,Barmer,8,17,RAJASTHAN,BARMER,RAJASTHAN,BARMER,Polygon,True,2.5567520411011997
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,57,Punjab,Barnala,3,20,PUNJAB,BARNALA,PUNJAB,BARNALA,Polygon,True,0.13942342619661155
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,58,Assam,Barpeta,18,4,ASSAM,BARPETA,ASSAM,BARPETA,Polygon,True,0.20891491671009385
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,59,Madhya Pradesh,Barwani,23,24,MADHYA PRADESH,BARWANI,MADHYAPRADESH,BARWANI,Polygon,True,0.47473538954035777
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,60,Chhattisgarh,Bastar,22,15,CHHATTISGARH,BASTAR,CHHATTISGARH,BASTAR,Polygon,True,0.8899264149614144
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,61,Uttar Pradesh,Basti,9,54,UTTAR PRADESH,BASTI,UTTARPRADESH,BASTI,Polygon,True,0.2617335059582166
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,62,Punjab,Bathinda,3,12,PUNJAB,BATHINDA,PUNJAB,BATHINDA,Polygon,True,0.31560162139785464
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,63,Odisha,Bauda,21,22,ODISHA,BAUDA,ODISHA,BAUDA,Polygon,True,0.2701079651351837
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,64,Bihar,Begusarai,10,20,BIHAR,BEGUSARAI,BIHAR,BEGUSARAI,Polygon,True,0.17384050387473263
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,65,Karnataka,Belgaum,29,1,KARNATAKA,BELGAUM,KARNATAKA,BELGAUM,MultiPolygon,True,1.1317390417037811
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,66,Karnataka,Bellary,29,11,KARNATAKA,BELLARY,KARNATAKA,BELLARY,Polygon,True,0.7098942354207979
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,67,Madhya Pradesh,Betul,23,30,MADHYA PRADESH,BETUL,MADHYAPRADESH,BETUL,MultiPolygon,True,0.879535561900516
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,68,Odisha,Bhadrak,21,9,ODISHA,BHADRAK,ODISHA,BHADRAK,Polygon,True,0.21536548965504473
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,69,Bihar,Bhagalpur,10,22,BIHAR,BHAGALPUR,BIHAR,BHAGALPUR,Polygon,True,0.2278294984299033
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,70,Maharashtra,Bhandara,27,10,MAHARASHTRA,BHANDARA,MAHARASHTRA,BHANDARA,Polygon,True,0.33551868410204133
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,71,Rajasthan,Bharatpur,8,7,RAJASTHAN,BHARATPUR,RAJASTHAN,BHARATPUR,Polygon,True,0.46069276905411294
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,72,Gujarat,Bharuch,24,21,GUJARAT,BHARUCH,GUJARAT,BHARUCH,MultiPolygon,True,0.4610720543688976
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,73,Gujarat,Bhavnagar,24,14,GUJARAT,BHAVNAGAR,GUJARAT,BHAVNAGAR,MultiPolygon,True,0.7305318464321462
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,74,Rajasthan,Bhilwara,8,24,RAJASTHAN,BHILWARA,RAJASTHAN,BHILWARA,Polygon,True,0.9393083693657713
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,75,Madhya Pradesh,Bhind,23,3,MADHYA PRADESH,BHIND,MADHYAPRADESH,BHIND,MultiPolygon,True,0.4042138956228799
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,76,Haryana,Bhiwani,6,13,HARYANA,BHIWANI,HARYANA,BHIWANI,Polygon,True,0.4270349477948443
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,77,Bihar,Bhojpur,10,29,BIHAR,BHOJPUR,BIHAR,BHOJPUR,Polygon,True,0.21278643335229838
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,78,Madhya Pradesh,Bhopal,23,27,MADHYA PRADESH,BHOPAL,MADHYAPRADESH,BHOPAL,Polygon,True,0.24074057319191486
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,79,Maharashtra,Bid,27,27,MAHARASHTRA,BID,MAHARASHTRA,BID,Polygon,True,0.9473104496712241
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,80,Karnataka,Bidar,29,4,KARNATAKA,BIDAR,KARNATAKA,BIDAR,MultiPolygon,True,0.4645242361593702
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,81,Chhattisgarh,Bijapur,22,18,CHHATTISGARH,BIJAPUR,CHHATTISGARH,BIJAPUR,Polygon,True,0.7528542058313609
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,82,Karnataka,Bijapur,29,3,KARNATAKA,BIJAPUR,KARNATAKA,BIJAPUR,Polygon,True,0.8907617659070496
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,83,Uttar Pradesh,Bijnor,9,3,UTTAR PRADESH,BIJNOR,UTTARPRADESH,BIJNOR,Polygon,True,0.4013366356203051
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,84,Rajasthan,Bikaner,8,3,RAJASTHAN,BIKANER,RAJASTHAN,BIKANER,Polygon,True,2.7773884629662464
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,85,Chhattisgarh,Bilaspur,22,7,CHHATTISGARH,BILASPUR,CHHATTISGARH,BILASPUR,Polygon,True,0.730964513066012
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,86,Himachal Pradesh,Bilaspur,2,8,HIMACHAL PRADESH,BILASPUR,HIMACHALPRADESH,BILASPUR,Polygon,True,0.11074408556456586
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,87,West Bengal,Birbhum,19,8,WEST BENGAL,BIRBHUM,WESTBENGAL,BIRBHUM,Polygon,True,0.4032418951364534
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,88,Manipur,Bishnupur,14,4,MANIPUR,BISHNUPUR,MANIPUR,BISHNUPUR,Polygon,True,0.04280197017573627
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,89,Jharkhand,Bokaro,20,10,JHARKHAND,BOKARO,JHARKHAND,BOKARO,Polygon,True,0.2475131264168134
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,90,Assam,Bongaigaon,18,20,ASSAM,BONGAIGAON,ASSAM,BONGAIGAON,Polygon,True,0.09516815736026664
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,91,Uttar Pradesh,Budaun,9,18,UTTAR PRADESH,BUDAUN,UTTARPRADESH,BUDAUN,Polygon,True,0.4663256725004215
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,92,Uttar Pradesh,Bulandshahr,9,11,UTTAR PRADESH,BULANDSHAHR,UTTARPRADESH,BULANDSHAHR,Polygon,True,0.3276844471194986
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,93,Maharashtra,Buldana,27,4,MAHARASHTRA,BULDANA,MAHARASHTRA,BULDANA,Polygon,True,0.8444257136252306
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,94,Rajasthan,Bundi,8,23,RAJASTHAN,BUNDI,RAJASTHAN,BUNDI,Polygon,True,0.5010646549332743
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,95,Madhya Pradesh,Burhanpur,23,50,MADHYA PRADESH,BURHANPUR,MADHYAPRADESH,BURHANPUR,Polygon,True,0.278772077996194
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,96,Bihar,Buxar,10,30,BIHAR,BUXAR,BIHAR,BUXAR,Polygon,True,0.15331582307904068
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,97,Assam,Cachar,18,17,ASSAM,CACHAR,ASSAM,CACHAR,Polygon,True,0.3379108477177372
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,98,NCT of Delhi,Central,7,6,NCT OF DELHI,CENTRAL,NCTOFDELHI,CENTRAL,Polygon,True,0.00139360514078094
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,99,Himachal Pradesh,Chamba,2,1,HIMACHAL PRADESH,CHAMBA,HIMACHALPRADESH,CHAMBA,Polygon,True,0.6224538635273622
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,100,Uttarakhand,Chamoli,5,2,UTTARAKHAND,CHAMOLI,UTTARAKHAND,CHAMOLI,Polygon,True,0.7363905667996539
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,101,Uttarakhand,Champawat,5,10,UTTARAKHAND,CHAMPAWAT,UTTARAKHAND,CHAMPAWAT,Polygon,True,0.1532210289979079
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,102,Mizoram,Champhai,15,4,MIZORAM,CHAMPHAI,MIZORAM,CHAMPHAI,Polygon,True,0.2962631345182708
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,103,Karnataka,Chamrajnagar,29,24,KARNATAKA,CHAMRAJNAGAR,KARNATAKA,CHAMRAJNAGAR,Polygon,True,0.47040507766321243
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,104,Uttar Pradesh,Chandauli,9,65,UTTAR PRADESH,CHANDAULI,UTTARPRADESH,CHANDAULI,Polygon,True,0.22670570761758055
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,105,Manipur,Chandel,14,9,MANIPUR,CHANDEL,MANIPUR,CHANDEL,Polygon,True,0.28300948883121085
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,106,Chandigarh,Chandigarh,4,1,CHANDIGARH,CHANDIGARH,CHANDIGARH,CHANDIGARH,Polygon,True,0.011142972142855687
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,107,Maharashtra,Chandrapur,27,13,MAHARASHTRA,CHANDRAPUR,MAHARASHTRA,CHANDRAPUR,Polygon,True,0.9764498533981653
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,108,Arunanchal Pradesh,Changlang,12,9,ARUNANCHAL PRADESH,CHANGLANG,ARUNANCHALPRADESH,CHANGLANG,Polygon,True,0.45969345626404856
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,109,Jharkhand,Chatra,20,2,JHARKHAND,CHATRA,JHARKHAND,CHATRA,MultiPolygon,True,0.3334193395422365
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,110,Tamil Nadu,Chennai,33,2,TAMIL NADU,CHENNAI,TAMILNADU,CHENNAI,Polygon,True,0.010709424551990532
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,111,Madhya Pradesh,Chhatarpur,23,8,MADHYA PRADESH,CHHATARPUR,MADHYAPRADESH,CHHATARPUR,Polygon,True,0.774517044283878
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,112,Madhya Pradesh,Chhindwara,23,38,MADHYA PRADESH,CHHINDWARA,MADHYAPRADESH,CHHINDWARA,Polygon,True,1.0332278499189365
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,113,Karnataka,Chikkaballapura,29,28,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,Polygon,True,0.3523112606362927
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,114,Karnataka,Chikmagalur,29,16,KARNATAKA,CHIKMAGALUR,KARNATAKA,CHIKMAGALUR,Polygon,True,0.6021289166632933
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,115,Assam,Chirang,18,21,ASSAM,CHIRANG,ASSAM,CHIRANG,Polygon,True,0.15687973104969147
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,116,Karnataka,Chitradurga,29,12,KARNATAKA,CHITRADURGA,KARNATAKA,CHITRADURGA,Polygon,True,0.7074154009078529
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,117,Uttar Pradesh,Chitrakoot,9,40,UTTAR PRADESH,CHITRAKOOT,UTTARPRADESH,CHITRAKOOT,Polygon,True,0.2760600511937664
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,118,Rajasthan,Chittaurgarh,8,28,RAJASTHAN,CHITTAURGARH,RAJASTHAN,CHITTAURGARH,MultiPolygon,True,0.6827627040134784
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,119,Andhra Pradesh,Chittoor,28,23,ANDHRA PRADESH,CHITTOOR,ANDHRAPRADESH,CHITTOOR,Polygon,True,1.2666766142319081
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,120,Manipur,Churachandpur,14,3,MANIPUR,CHURACHANDPUR,MANIPUR,CHURACHANDPUR,Polygon,True,0.4071666189307255
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,121,Rajasthan,Churu,8,4,RAJASTHAN,CHURU,RAJASTHAN,CHURU,Polygon,True,1.278886400185335
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,122,Tamil Nadu,Coimbatore,33,31,TAMIL NADU,COIMBATORE,TAMILNADU,COIMBATORE,Polygon,True,0.38486498030262734
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,123,Tamil Nadu,Cuddalore,33,16,TAMIL NADU,CUDDALORE,TAMILNADU,CUDDALORE,MultiPolygon,False,0.3067398127759749
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,124,Andhra Pradesh,Y.s.r.,28,20,ANDHRA PRADESH,Y.S.R.,ANDHRAPRADESH,YSR,Polygon,True,1.270412444485868
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,125,Odisha,Cuttack,21,12,ODISHA,CUTTACK,ODISHA,CUTTACK,MultiPolygon,True,0.34110799515167967
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,126,Dadara & Nagar Havelli,Dadra & Nagar Haveli,26,1,DADARA & NAGAR HAVELLI,DADRA & NAGAR HAVELI,DADARANAGARHAVELLI,DADRANAGARHAVELI,Polygon,True,0.04264306665652658
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,127,Chhattisgarh,Dakshin Bastar Dantewada,22,17,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,CHHATTISGARH,DAKSHINBASTARDANTEWADA,Polygon,True,0.7591463247132186
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,128,West Bengal,Dakshin Dinajpur,19,5,WEST BENGAL,DAKSHIN DINAJPUR,WESTBENGAL,DAKSHINDINAJPUR,Polygon,True,0.19447724864991747
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,129,Karnataka,Dakshina Kannada,29,21,KARNATAKA,DAKSHINA KANNADA,KARNATAKA,DAKSHINAKANNADA,MultiPolygon,True,0.38218851597393727
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,130,Daman & Diu,Daman,25,2,DAMAN & DIU,DAMAN,DAMANDIU,DAMAN,Polygon,True,0.006364576776343456
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,131,Madhya Pradesh,Damoh,23,11,MADHYA PRADESH,DAMOH,MADHYAPRADESH,DAMOH,Polygon,True,0.6514043034141543
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,132,Bihar,Darbhanga,10,13,BIHAR,DARBHANGA,BIHAR,DARBHANGA,Polygon,True,0.2063167386354583
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,133,West Bengal,Darjiling,19,1,WEST BENGAL,DARJILING,WESTBENGAL,DARJILING,Polygon,True,0.2900246952659001
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,134,Assam,Darrang,18,26,ASSAM,DARRANG,ASSAM,DARRANG,Polygon,True,0.14589269284306014
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,135,Jammu & Kashmir,Data Not Available,99,99,JAMMU & KASHMIR,DATA NOT AVAILABLE,JAMMUKASHMIR,DATANOTAVAILABLE,Polygon,True,8.531478666515168
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,136,Madhya Pradesh,Datia,23,5,MADHYA PRADESH,DATIA,MADHYAPRADESH,DATIA,Polygon,True,0.16984502407501456
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,137,Karnataka,Davanagere,29,13,KARNATAKA,DAVANAGERE,KARNATAKA,DAVANAGERE,Polygon,True,0.49838282642648796
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,138,Odisha,Debagarh,21,4,ODISHA,DEBAGARH,ODISHA,DEBAGARH,Polygon,True,0.24481067907910103
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,139,Uttarakhand,Dehradun,5,5,UTTARAKHAND,DEHRADUN,UTTARAKHAND,DEHRADUN,Polygon,True,0.28843873430176203
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,140,Jharkhand,Deoghar,20,5,JHARKHAND,DEOGHAR,JHARKHAND,DEOGHAR,Polygon,True,0.21671078680475367
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,141,Uttar Pradesh,Deoria,9,59,UTTAR PRADESH,DEORIA,UTTARPRADESH,DEORIA,Polygon,True,0.23109140945828274
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,142,Madhya Pradesh,Dewas,23,20,MADHYA PRADESH,DEWAS,MADHYAPRADESH,DEWAS,Polygon,True,0.6123743834207982
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,143,Tripura,Dhalai,16,3,TRIPURA,DHALAI,TRIPURA,DHALAI,Polygon,True,0.19981735988121302
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,144,Chhattisgarh,Dhamtari,22,13,CHHATTISGARH,DHAMTARI,CHHATTISGARH,DHAMTARI,MultiPolygon,True,0.35152222832281194
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,145,Jharkhand,Dhanbad,20,9,JHARKHAND,DHANBAD,JHARKHAND,DHANBAD,Polygon,True,0.18870149853048376
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,146,Madhya Pradesh,Dhar,23,21,MADHYA PRADESH,DHAR,MADHYAPRADESH,DHAR,Polygon,True,0.7153513953883278
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,147,Tamil Nadu,Dharmapuri,33,29,TAMIL NADU,DHARMAPURI,TAMILNADU,DHARMAPURI,Polygon,True,0.37514559027671096
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,148,Karnataka,Dharwad,29,8,KARNATAKA,DHARWAD,KARNATAKA,DHARWAD,Polygon,True,0.35992601430160454
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,149,Rajasthan,Dhaulpur,8,8,RAJASTHAN,DHAULPUR,RAJASTHAN,DHAULPUR,Polygon,True,0.27453413285834843
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,150,Assam,Dhemaji,18,9,ASSAM,DHEMAJI,ASSAM,DHEMAJI,Polygon,True,0.23820296681983244
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,151,Odisha,Dhenkanal,21,14,ODISHA,DHENKANAL,ODISHA,DHENKANAL,MultiPolygon,True,0.3878721686293217
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,152,Assam,Dhubri,18,2,ASSAM,DHUBRI,ASSAM,DHUBRI,MultiPolygon,True,0.207222053974075
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,153,Maharashtra,Dhule,27,2,MAHARASHTRA,DHULE,MAHARASHTRA,DHULE,Polygon,True,0.6246329025482393
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,154,Arunanchal Pradesh,Dibang Valley,12,13,ARUNANCHAL PRADESH,DIBANG VALLEY,ARUNANCHALPRADESH,DIBANGVALLEY,Polygon,True,0.6859821564573473
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,155,Assam,Dibrugarh,18,11,ASSAM,DIBRUGARH,ASSAM,DIBRUGARH,Polygon,True,0.3097438514939376
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,156,Tamil Nadu,Dindigul,33,11,TAMIL NADU,DINDIGUL,TAMILNADU,DINDIGUL,Polygon,True,0.5012128279037964
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,157,Madhya Pradesh,Dindori,23,36,MADHYA PRADESH,DINDORI,MADHYAPRADESH,DINDORI,Polygon,True,0.5019238610812934
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,158,Daman & Diu,Diu,25,1,DAMAN & DIU,DIU,DAMANDIU,DIU,MultiPolygon,True,0.003092107056043476
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,159,Jammu & Kashmir,Doda,1,16,JAMMU & KASHMIR,DODA,JAMMUKASHMIR,DODA,Polygon,True,0.2008678808424911
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,160,Gujarat,Dohad,24,18,GUJARAT,DOHAD,GUJARAT,DOHAD,Polygon,True,0.31636244474996006
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,161,Jharkhand,Dumka,20,17,JHARKHAND,DUMKA,JHARKHAND,DUMKA,Polygon,True,0.3350499387124147
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,162,Rajasthan,Dungarpur,8,26,RAJASTHAN,DUNGARPUR,RAJASTHAN,DUNGARPUR,Polygon,True,0.3352915628593892
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,163,Chhattisgarh,Durg,22,10,CHHATTISGARH,DURG,CHHATTISGARH,DURG,Polygon,True,0.7479712724650189
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,164,Nagaland,Dimapur,13,5,NAGALAND,DIMAPUR,NAGALAND,DIMAPUR,Polygon,True,0.0730089174726831
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,165,NCT of Delhi,East,7,4,NCT OF DELHI,EAST,NCTOFDELHI,EAST,Polygon,True,0.0060222723485194325
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,166,Sikkim,East,11,4,SIKKIM,EAST,SIKKIM,EAST,Polygon,True,0.08592832106043982
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,167,Meghalaya,East Garo Hills,17,2,MEGHALAYA,EAST GARO HILLS,MEGHALAYA,EASTGAROHILLS,Polygon,True,0.2636581813762896
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,168,Andhra Pradesh,East Godavari,28,14,ANDHRA PRADESH,EAST GODAVARI,ANDHRAPRADESH,EASTGODAVARI,Polygon,True,0.9210684564120944
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,169,Arunanchal Pradesh,East Kameng,12,3,ARUNANCHAL PRADESH,EAST KAMENG,ARUNANCHALPRADESH,EASTKAMENG,MultiPolygon,True,0.5480037386043342
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,170,Meghalaya,East Khasi Hills,17,6,MEGHALAYA,EAST KHASI HILLS,MEGHALAYA,EASTKHASIHILLS,Polygon,True,0.2515789250463919
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,171,Madhya Pradesh,East Nimar,23,49,MADHYA PRADESH,EAST NIMAR,MADHYAPRADESH,EASTNIMAR,Polygon,True,0.6510624163167029
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,172,Arunanchal Pradesh,East Siang,12,7,ARUNANCHAL PRADESH,EAST SIANG,ARUNANCHALPRADESH,EASTSIANG,Polygon,True,0.34354294881761055
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,173,Kerala,Ernakulam,32,8,KERALA,ERNAKULAM,KERALA,ERNAKULAM,Polygon,True,0.19882009322150448
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,174,Tamil Nadu,Erode,33,9,TAMIL NADU,ERODE,TAMILNADU,ERODE,Polygon,True,0.47759042932498663
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,175,Uttar Pradesh,Etah,9,70,UTTAR PRADESH,ETAH,UTTARPRADESH,ETAH,Polygon,True,0.22952783733308693
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,176,Uttar Pradesh,Etawah,9,30,UTTAR PRADESH,ETAWAH,UTTARPRADESH,ETAWAH,Polygon,True,0.21099399222745815
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,177,Uttar Pradesh,Faizabad,9,46,UTTAR PRADESH,FAIZABAD,UTTARPRADESH,FAIZABAD,Polygon,True,0.24804002468975966
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,178,Haryana,Faridabad,6,20,HARYANA,FARIDABAD,HARYANA,FARIDABAD,Polygon,True,0.07738555177951896
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,179,Punjab,Faridkot,3,11,PUNJAB,FARIDKOT,PUNJAB,FARIDKOT,Polygon,True,0.13647501036042878
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,180,Uttar Pradesh,Farrukhabad,9,28,UTTAR PRADESH,FARRUKHABAD,UTTARPRADESH,FARRUKHABAD,Polygon,True,0.1994283368759472
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,181,Haryana,Fatehabad,6,10,HARYANA,FATEHABAD,HARYANA,FATEHABAD,Polygon,True,0.22384537897442966
