census_version,source_layer,source_feature_index,raw_state_name,raw_district_name,raw_state_code,raw_district_code,normalized_state_name,normalized_district_name,state_compare_key,district_compare_key,geometry_type,geometry_valid,geometry_area_native
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,0,Gujarat,Anand,24,15,GUJARAT,ANAND,GUJARAT,ANAND,MultiPolygon,True,0.3074705697462224
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,1,Andhra Pradesh,Anantapur,28,22,ANDHRA PRADESH,ANANTAPUR,ANDHRAPRADESH,ANANTAPUR,Polygon,True,1.6117325908899003
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,2,Jammu and Kashmir,Anantnag,01,06,JAMMU AND KASHMIR,ANANTNAG,JAMMUANDKASHMIR,ANANTNAG,Polygon,True,0.41362132164064713
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,3,Orissa,Anugul,21,15,ORISSA,ANUGUL,ORISSA,ANUGUL,Polygon,True,0.5522797665707376
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,4,Bihar,Araria,10,07,BIHAR,ARARIA,BIHAR,ARARIA,Polygon,True,0.25340724746616633
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,5,Tamil Nadu,Ariyalur,33,17,TAMIL NADU,ARIYALUR,TAMILNADU,ARIYALUR,Polygon,True,0.1615319570396049
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,6,Uttar Pradesh,Auraiya,09,32,UTTAR PRADESH,AURAIYA,UTTARPRADESH,AURAIYA,Polygon,True,0.18193634005107556
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,7,Bihar,Aurangabad,10,34,BIHAR,AURANGABAD,BIHAR,AURANGABAD,Polygon,True,0.2925543185067011
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,8,Maharashtra,Aurangabad,27,19,MAHARASHTRA,AURANGABAD,MAHARASHTRA,AURANGABAD,Polygon,True,0.8733205513229652
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,9,Uttar Pradesh,Azamgarh,09,61,UTTAR PRADESH,AZAMGARH,UTTARPRADESH,AZAMGARH,MultiPolygon,True,0.3517993140172031
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,10,Uttar Pradesh,Budaun,09,19,UTTAR PRADESH,BUDAUN,UTTARPRADESH,BUDAUN,Polygon,True,0.466325672944458
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,11,Jammu and Kashmir,Badgam,01,04,JAMMU AND KASHMIR,BADGAM,JAMMUANDKASHMIR,BADGAM,Polygon,True,0.12521129471526526
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,12,Karnataka,Bagalkot,29,02,KARNATAKA,BAGALKOT,KARNATAKA,BAGALKOT,Polygon,True,0.5553467382194459
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,13,Uttarakhand,Bageshwar,05,08,UTTARAKHAND,BAGESHWAR,UTTARAKHAND,BAGESHWAR,Polygon,True,0.21341531707113315
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,14,Andhra Pradesh,Adilabad,28,01,ANDHRA PRADESH,ADILABAD,ANDHRAPRADESH,ADILABAD,Polygon,True,1.3784256635097367
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,15,Uttar Pradesh,Agra,09,15,UTTAR PRADESH,AGRA,UTTARPRADESH,AGRA,Polygon,True,0.36619547060413343
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,16,Gujarat,Ahmadabad,24,07,GUJARAT,AHMADABAD,GUJARAT,AHMADABAD,MultiPolygon,True,0.7595725162167614
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,17,Maharashtra,Ahmadnagar,27,26,MAHARASHTRA,AHMADNAGAR,MAHARASHTRA,AHMADNAGAR,Polygon,True,1.4650252736934608
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,18,Mizoram,Aizawl,15,03,MIZORAM,AIZAWL,MIZORAM,AIZAWL,Polygon,True,0.3306573221259349
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,19,Rajasthan,Ajmer,08,21,RAJASTHAN,AJMER,RAJASTHAN,AJMER,MultiPolygon,True,0.7698108708873123
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,20,Maharashtra,Akola,27,05,MAHARASHTRA,AKOLA,MAHARASHTRA,AKOLA,Polygon,True,0.4689361176584303
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,21,Kerala,Alappuzha,32,11,KERALA,ALAPPUZHA,KERALA,ALAPPUZHA,Polygon,True,0.11697287982964881
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,22,Uttar Pradesh,Aligarh,09,12,UTTAR PRADESH,ALIGARH,UTTARPRADESH,ALIGARH,Polygon,True,0.34322157648046187
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,23,Uttar Pradesh,Allahabad,09,45,UTTAR PRADESH,ALLAHABAD,UTTARPRADESH,ALLAHABAD,Polygon,True,0.46764990248405364
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,24,Uttarakhand,Almora,05,09,UTTARAKHAND,ALMORA,UTTARAKHAND,ALMORA,Polygon,True,0.28934607762303954
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,25,Haryana,Ambala,06,02,HARYANA,AMBALA,HARYANA,AMBALA,MultiPolygon,True,0.16740395865882948
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,26,Uttar Pradesh,Ambedkar Nagar,09,48,UTTAR PRADESH,AMBEDKAR NAGAR,UTTARPRADESH,AMBEDKARNAGAR,Polygon,True,0.20948141135662454
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,27,Maharashtra,Amravati,27,07,MAHARASHTRA,AMRAVATI,MAHARASHTRA,AMRAVATI,Polygon,True,1.061811840591091
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,28,Gujarat,Amreli,24,13,GUJARAT,AMRELI,GUJARAT,AMRELI,MultiPolygon,True,0.5876581441736756
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,29,Punjab,Amritsar,03,02,PUNJAB,AMRITSAR,PUNJAB,AMRITSAR,Polygon,True,0.47985740899656354
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,30,Karnataka,Bangalore,29,20,KARNATAKA,BANGALORE,KARNATAKA,BANGALORE,Polygon,True,0.1818325755240738
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,31,Bihar,Banka,10,23,BIHAR,BANKA,BIHAR,BANKA,Polygon,True,0.27686212349488076
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,32,Rajasthan,Banswara,08,28,RAJASTHAN,BANSWARA,RAJASTHAN,BANSWARA,Polygon,True,0.4468739991998535
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,33,Jammu and Kashmir,Baramula,01,02,JAMMU AND KASHMIR,BARAMULA,JAMMUANDKASHMIR,BARAMULA,Polygon,True,0.39894080590104775
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,34,West Bengal,Barddhaman,19,09,WEST BENGAL,BARDDHAMAN,WESTBENGAL,BARDDHAMAN,Polygon,True,0.6207191722542393
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,35,Uttar Pradesh,Bareilly,09,20,UTTAR PRADESH,BAREILLY,UTTARPRADESH,BAREILLY,Polygon,True,0.34867363943826524
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,36,Rajasthan,Barmer,08,17,RAJASTHAN,BARMER,RAJASTHAN,BARMER,Polygon,True,2.5567520411011997
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,37,Assam,Barpeta,18,05,ASSAM,BARPETA,ASSAM,BARPETA,Polygon,True,0.29259501991985926
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,38,Orissa,Bhadrak,21,09,ORISSA,BHADRAK,ORISSA,BHADRAK,Polygon,True,0.21536548965504473
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,39,Bihar,Bhagalpur,10,22,BIHAR,BHAGALPUR,BIHAR,BHAGALPUR,Polygon,True,0.2278294984299033
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,40,Gujarat,Bhavnagar,24,14,GUJARAT,BHAVNAGAR,GUJARAT,BHAVNAGAR,MultiPolygon,True,0.8318169426520832
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,41,Rajasthan,Bhilwara,08,24,RAJASTHAN,BHILWARA,RAJASTHAN,BHILWARA,Polygon,True,0.9393083698637472
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,42,Madhya Pradesh,Bhind,23,03,MADHYA PRADESH,BHIND,MADHYAPRADESH,BHIND,MultiPolygon,True,0.4042138956228799
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,43,Madhya Pradesh,Bhopal,23,32,MADHYA PRADESH,BHOPAL,MADHYAPRADESH,BHOPAL,Polygon,True,0.24074057319191486
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,44,Maharashtra,Bid,27,27,MAHARASHTRA,BID,MAHARASHTRA,BID,Polygon,True,0.9473104496712241
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,45,Karnataka,Bidar,29,05,KARNATAKA,BIDAR,KARNATAKA,BIDAR,MultiPolygon,True,0.4645242366264194
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,46,Karnataka,Bijapur,29,03,KARNATAKA,BIJAPUR,KARNATAKA,BIJAPUR,Polygon,True,0.8907617651102241
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,47,Uttar Pradesh,Bijnor,09,03,UTTAR PRADESH,BIJNOR,UTTARPRADESH,BIJNOR,Polygon,True,0.4013366356203051
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,48,Rajasthan,Bikaner,08,03,RAJASTHAN,BIKANER,RAJASTHAN,BIKANER,Polygon,True,2.492700375076116
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,49,Himachal Pradesh,Bilaspur,02,08,HIMACHAL PRADESH,BILASPUR,HIMACHALPRADESH,BILASPUR,Polygon,True,0.11074408578155603
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,50,West Bengal,Birbhum,19,08,WEST BENGAL,BIRBHUM,WESTBENGAL,BIRBHUM,Polygon,True,0.4032418951364534
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,51,Manipur,Bishnupur,14,04,MANIPUR,BISHNUPUR,MANIPUR,BISHNUPUR,Polygon,True,0.04280197017573627
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,52,Jharkhand,Bokaro,20,13,JHARKHAND,BOKARO,JHARKHAND,BOKARO,Polygon,True,0.2475131264147734
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,53,Punjab,Firozpur,03,11,PUNJAB,FIROZPUR,PUNJAB,FIROZPUR,Polygon,True,0.5507890130950011
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,54,Madhya Pradesh,Barwani,23,28,MADHYA PRADESH,BARWANI,MADHYAPRADESH,BARWANI,Polygon,True,0.47473538954521277
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,55,Chhattisgarh,Bastar,22,15,CHHATTISGARH,BASTAR,CHHATTISGARH,BASTAR,Polygon,True,1.257711397271024
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,56,Uttar Pradesh,Basti,09,55,UTTAR PRADESH,BASTI,UTTARPRADESH,BASTI,Polygon,True,0.2617335059582166
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,57,Punjab,Bathinda,03,14,PUNJAB,BATHINDA,PUNJAB,BATHINDA,Polygon,True,0.3156016211832047
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,58,Orissa,Baudh,21,22,ORISSA,BAUDH,ORISSA,BAUDH,Polygon,True,0.2701079651351837
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,59,Bihar,Begusarai,10,20,BIHAR,BEGUSARAI,BIHAR,BEGUSARAI,Polygon,True,0.17384050387473263
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,60,Karnataka,Belgaum,29,01,KARNATAKA,BELGAUM,KARNATAKA,BELGAUM,MultiPolygon,True,1.1317390417037811
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,61,Karnataka,Bellary,29,12,KARNATAKA,BELLARY,KARNATAKA,BELLARY,Polygon,True,0.7098942354207979
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,62,Madhya Pradesh,Betul,23,35,MADHYA PRADESH,BETUL,MADHYAPRADESH,BETUL,MultiPolygon,True,0.879535561900516
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,63,Maharashtra,Bhandara,27,10,MAHARASHTRA,BHANDARA,MAHARASHTRA,BHANDARA,Polygon,True,0.33551868410204133
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,64,Rajasthan,Bharatpur,08,07,RAJASTHAN,BHARATPUR,RAJASTHAN,BHARATPUR,Polygon,True,0.46069276904972817
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,65,Uttar Pradesh,Baghpat,09,08,UTTAR PRADESH,BAGHPAT,UTTARPRADESH,BAGHPAT,Polygon,True,0.12310427917005082
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,66,Uttar Pradesh,Bahraich,09,50,UTTAR PRADESH,BAHRAICH,UTTARPRADESH,BAHRAICH,Polygon,True,0.3959142424925863
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,67,Madhya Pradesh,Balaghat,23,45,MADHYA PRADESH,BALAGHAT,MADHYAPRADESH,BALAGHAT,Polygon,True,0.8075772976063172
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,68,Orissa,Balangir,21,24,ORISSA,BALANGIR,ORISSA,BALANGIR,Polygon,True,0.5686628612804485
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,69,Orissa,Baleshwar,21,08,ORISSA,BALESHWAR,ORISSA,BALESHWAR,MultiPolygon,True,0.33781250270277285
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,70,Uttar Pradesh,Ballia,09,63,UTTAR PRADESH,BALLIA,UTTARPRADESH,BALLIA,Polygon,True,0.2705788396714842
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,71,Uttar Pradesh,Balrampur,09,52,UTTAR PRADESH,BALRAMPUR,UTTARPRADESH,BALRAMPUR,MultiPolygon,True,0.30352241182339446
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,72,Gujarat,Banas Kantha,24,02,GUJARAT,BANAS KANTHA,GUJARAT,BANASKANTHA,Polygon,True,0.947775469819566
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,73,Uttar Pradesh,Banda,09,40,UTTAR PRADESH,BANDA,UTTARPRADESH,BANDA,MultiPolygon,True,0.406829712819733
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,74,Karnataka,Bangalore Rural,29,21,KARNATAKA,BANGALORE RURAL,KARNATAKA,BANGALORERURAL,MultiPolygon,True,0.48493792359463195
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,75,West Bengal,Bankura,19,13,WEST BENGAL,BANKURA,WESTBENGAL,BANKURA,Polygon,True,0.6126316493896347
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,76,Uttar Pradesh,Barabanki,09,46,UTTAR PRADESH,BARABANKI,UTTARPRADESH,BARABANKI,Polygon,True,0.402555217299883
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,77,Orissa,Bargarh,21,01,ORISSA,BARGARH,ORISSA,BARGARH,Polygon,True,0.5040774906338248
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,78,Assam,Bongaigaon,18,04,ASSAM,BONGAIGAON,ASSAM,BONGAIGAON,Polygon,True,0.15981526215623296
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,79,Maharashtra,Buldana,27,04,MAHARASHTRA,BULDANA,MAHARASHTRA,BULDANA,Polygon,True,0.8444257136252306
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,80,Rajasthan,Bundi,08,23,RAJASTHAN,BUNDI,RAJASTHAN,BUNDI,Polygon,True,0.5010646549332743
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,81,Assam,Cachar,18,21,ASSAM,CACHAR,ASSAM,CACHAR,Polygon,True,0.3379108477330907
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,82,Himachal Pradesh,Chamba,02,01,HIMACHAL PRADESH,CHAMBA,HIMACHALPRADESH,CHAMBA,Polygon,True,0.6224537216785333
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,83,Uttarakhand,Chamoli,05,02,UTTARAKHAND,CHAMOLI,UTTARAKHAND,CHAMOLI,Polygon,True,0.7363905667996539
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,84,Karnataka,Chamarajanagar,29,27,KARNATAKA,CHAMARAJANAGAR,KARNATAKA,CHAMARAJANAGAR,Polygon,True,0.4704050776441468
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,85,Maharashtra,Chandrapur,27,13,MAHARASHTRA,CHANDRAPUR,MAHARASHTRA,CHANDRAPUR,Polygon,True,0.9764498533981653
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,86,Arunanchal Pradesh,Changlang,12,12,ARUNANCHAL PRADESH,CHANGLANG,ARUNANCHALPRADESH,CHANGLANG,Polygon,True,0.45969345626404856
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,87,Madhya Pradesh,Chhatarpur,23,09,MADHYA PRADESH,CHHATARPUR,MADHYAPRADESH,CHHATARPUR,Polygon,True,0.7745170442934217
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,88,Madhya Pradesh,Chhindwara,23,43,MADHYA PRADESH,CHHINDWARA,MADHYAPRADESH,CHHINDWARA,Polygon,True,1.0332278499189365
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,89,Karnataka,Chikmagalur,29,17,KARNATAKA,CHIKMAGALUR,KARNATAKA,CHIKMAGALUR,Polygon,True,0.6021289166632933
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,90,Karnataka,Chitradurga,29,13,KARNATAKA,CHITRADURGA,KARNATAKA,CHITRADURGA,Polygon,True,0.7074154009078529
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,91,Uttar Pradesh,Chitrakoot,09,41,UTTAR PRADESH,CHITRAKOOT,UTTARPRADESH,CHITRAKOOT,Polygon,True,0.27606005118697424
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,92,Rajasthan,Chittaurgarh,08,29,RAJASTHAN,CHITTAURGARH,RAJASTHAN,CHITTAURGARH,MultiPolygon,True,0.9591462497519442
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,93,Andhra Pradesh,Chittoor,28,23,ANDHRA PRADESH,CHITTOOR,ANDHRAPRADESH,CHITTOOR,Polygon,True,1.266676614355907
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,94,Uttarakhand,Champawat,05,10,UTTARAKHAND,CHAMPAWAT,UTTARAKHAND,CHAMPAWAT,Polygon,True,0.1532210289979079
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,95,Mizoram,Champhai,15,04,MIZORAM,CHAMPHAI,MIZORAM,CHAMPHAI,Polygon,True,0.2962631345182708
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,96,Uttar Pradesh,Chandauli,09,66,UTTAR PRADESH,CHANDAULI,UTTARPRADESH,CHANDAULI,Polygon,True,0.22670570761758055
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,97,Manipur,Chandel,14,09,MANIPUR,CHANDEL,MANIPUR,CHANDEL,Polygon,True,0.28300948883121085
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,98,Chandigarh,Chandigarh,04,01,CHANDIGARH,CHANDIGARH,CHANDIGARH,CHANDIGARH,Polygon,True,0.011142972225293684
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,99,Rajasthan,Churu,08,04,RAJASTHAN,CHURU,RAJASTHAN,CHURU,Polygon,True,1.5635740987975884
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,100,Tamil Nadu,Coimbatore,33,12,TAMIL NADU,COIMBATORE,TAMILNADU,COIMBATORE,Polygon,True,0.6141199069453058
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,101,Tamil Nadu,Cuddalore,33,18,TAMIL NADU,CUDDALORE,TAMILNADU,CUDDALORE,MultiPolygon,True,0.3067397993644142
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,102,Bihar,Saran,10,17,BIHAR,SARAN,BIHAR,SARAN,Polygon,True,0.23797885195631005
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,103,Manipur,Churachandpur,14,03,MANIPUR,CHURACHANDPUR,MANIPUR,CHURACHANDPUR,Polygon,True,0.4071666189307254
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,104,Uttarakhand,Dehradun,05,05,UTTARAKHAND,DEHRADUN,UTTARAKHAND,DEHRADUN,Polygon,True,0.28843873430176203
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,105,Madhya Pradesh,Dewas,23,23,MADHYA PRADESH,DEWAS,MADHYAPRADESH,DEWAS,Polygon,True,0.6123743834207982
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,106,Kerala,Kasaragod,32,01,KERALA,KASARAGOD,KERALA,KASARAGOD,Polygon,True,0.16334966191857825
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,107,Bihar,Katihar,10,10,BIHAR,KATIHAR,BIHAR,KATIHAR,Polygon,True,0.2746075749843091
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,108,Madhya Pradesh,Katni,23,38,MADHYA PRADESH,KATNI,MADHYAPRADESH,KATNI,Polygon,True,0.44835052567712813
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,109,Orissa,Kendrapara,21,10,ORISSA,KENDRAPARA,ORISSA,KENDRAPARA,Polygon,True,0.21267595148614757
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,110,Orissa,Kendujhar,21,06,ORISSA,KENDUJHAR,ORISSA,KENDUJHAR,Polygon,True,0.7238114442301337
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,111,Madhya Pradesh,Datia,23,05,MADHYA PRADESH,DATIA,MADHYAPRADESH,DATIA,Polygon,True,0.16984502407501456
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,112,Orissa,Debagarh,21,04,ORISSA,DEBAGARH,ORISSA,DEBAGARH,Polygon,True,0.24481067907910103
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,113,Uttar Pradesh,Deoria,09,60,UTTAR PRADESH,DEORIA,UTTARPRADESH,DEORIA,Polygon,True,0.23109140945828274
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,114,Jharkhand,Deoghar,20,07,JHARKHAND,DEOGHAR,JHARKHAND,DEOGHAR,Polygon,True,0.21671078680475367
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,115,Andhra Pradesh,Cuddapah,28,20,ANDHRA PRADESH,CUDDAPAH,ANDHRAPRADESH,CUDDAPAH,Polygon,True,1.270412444485868
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,116,Orissa,Cuttack,21,12,ORISSA,CUTTACK,ORISSA,CUTTACK,MultiPolygon,True,0.34289687181350315
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,117,Dadara & Nagar Havelli,Dadra & Nagar Haveli,26,01,DADARA & NAGAR HAVELLI,DADRA & NAGAR HAVELI,DADARANAGARHAVELLI,DADRANAGARHAVELI,Polygon,True,0.04264306665652658
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,118,Gujarat,Dohad,24,18,GUJARAT,DOHAD,GUJARAT,DOHAD,Polygon,True,0.4610001001549059
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,119,West Bengal,Dakshin Dinajpur,19,05,WEST BENGAL,DAKSHIN DINAJPUR,WESTBENGAL,DAKSHINDINAJPUR,Polygon,True,0.19447724864991747
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,120,Karnataka,Dakshina Kannada,29,24,KARNATAKA,DAKSHINA KANNADA,KARNATAKA,DAKSHINAKANNADA,MultiPolygon,True,0.38218851597393727
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,121,Daman & Diu,Daman,25,02,DAMAN & DIU,DAMAN,DAMANDIU,DAMAN,Polygon,True,0.006364576776343456
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,122,Madhya Pradesh,Damoh,23,12,MADHYA PRADESH,DAMOH,MADHYAPRADESH,DAMOH,Polygon,True,0.6514043034141543
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,123,Chhattisgarh,Dantewada,22,16,CHHATTISGARH,DANTEWADA,CHHATTISGARH,DANTEWADA,Polygon,True,1.5121074796514942
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,124,Bihar,Darbhanga,10,13,BIHAR,DARBHANGA,BIHAR,DARBHANGA,Polygon,True,0.2063167386354583
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,125,West Bengal,Darjiling,19,01,WEST BENGAL,DARJILING,WESTBENGAL,DARJILING,Polygon,True,0.2900246952659001
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,126,Assam,Darrang,18,08,ASSAM,DARRANG,ASSAM,DARRANG,Polygon,True,0.3231145018566158
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,127,Jammu and Kashmir,Data Not Available,99,99,JAMMU AND KASHMIR,DATA NOT AVAILABLE,JAMMUANDKASHMIR,DATANOTAVAILABLE,Polygon,True,8.531478666515152
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,128,Rajasthan,Dausa,08,11,RAJASTHAN,DAUSA,RAJASTHAN,DAUSA,Polygon,True,0.3153332281744998
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,129,Karnataka,Davanagere,29,14,KARNATAKA,DAVANAGERE,KARNATAKA,DAVANAGERE,Polygon,True,0.49838282642648796
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,130,Tripura,Dhalai,16,03,TRIPURA,DHALAI,TRIPURA,DHALAI,Polygon,True,0.19981735988121302
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,131,Chhattisgarh,Dhamtari,22,13,CHHATTISGARH,DHAMTARI,CHHATTISGARH,DHAMTARI,MultiPolygon,True,0.35152222842363046
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,132,Jharkhand,Dhanbad,20,12,JHARKHAND,DHANBAD,JHARKHAND,DHANBAD,Polygon,True,0.18870149853048376
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,133,Madhya Pradesh,Dhar,23,25,MADHYA PRADESH,DHAR,MADHYAPRADESH,DHAR,Polygon,True,0.71535139502861
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,134,Tamil Nadu,Dharmapuri,33,05,TAMIL NADU,DHARMAPURI,TAMILNADU,DHARMAPURI,Polygon,True,0.8028310512662011
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,135,Karnataka,Dharwad,29,09,KARNATAKA,DHARWAD,KARNATAKA,DHARWAD,Polygon,True,0.35992601430160454
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,136,Rajasthan,Dhaulpur,08,08,RAJASTHAN,DHAULPUR,RAJASTHAN,DHAULPUR,Polygon,True,0.27453413285834843
