census_version,file_path,file_size_bytes,feature_count,column_names,geometry_type_counts,crs,crs_is_geographic,bounds_minx,bounds_miny,bounds_maxx,bounds_maxy,null_geometry_count,empty_geometry_count,invalid_geometry_count,duplicate_geometry_count,duplicate_attribute_row_count,state_name_columns_detected,district_name_columns_detected,state_code_columns_detected,district_code_columns_detected
Census 2001,data/external/datameet_districts/census_2001/2001_Dist.shp,10088504,594,ST_NM;ST_CEN_CD;DT_CEN_CD;DISTRICT,Polygon:523;MultiPolygon:71,EPSG:4326,True,68.1862489922762,6.755952899354297,97.41529266790748,37.07826805983657,0,0,0,0,0,ST_NM,DISTRICT,ST_CEN_CD,DT_CEN_CD
Census 2011,data/external/datameet_districts/census_2011/2011_Dist.shp,10220732,641,DISTRICT;ST_NM;ST_CEN_CD;DT_CEN_CD;censuscode,Polygon:567;MultiPolygon:74,EPSG:4326,True,68.1862489922762,6.755952899354297,97.41529266790748,37.07826805983657,0,0,1,0,0,ST_NM,DISTRICT,ST_CEN_CD,DT_CEN_CD
