district_id,raw_state_name,raw_district_name,canonical_state_name,canonical_district_name,assignment_confidence_2001,assignment_confidence_2011,assignment_method_2001,assignment_method_2011,geometry_census_version_2001,geometry_census_version_2011,shared_parent_boundary_2001,shared_parent_boundary_2011
IND_KARNATAKA_BENGALURU_URBAN,Karnataka,BENGALURU URBAN,Karnataka,BENGALURU URBAN,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_KARNATAKA_BIDAR,Karnataka,BIDAR,Karnataka,BIDAR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_BIJAPUR,Karnataka,BIJAPUR,Karnataka,BIJAPUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_CHAMARAJANAGAR,Karnataka,CHAMARAJANAGAR,Karnataka,CHAMARAJANAGAR,confirmed,working_strong,confirmed_exact_unique,alternate_layer_confirmed_name,Census 2001,Census 2001,0,0
IND_KARNATAKA_CHIKBALLAPUR,Karnataka,CHIKBALLAPUR,Karnataka,CHIKBALLAPUR,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_KARNATAKA_CHIKMAGALUR,Karnataka,CHIKMAGALUR,Karnataka,CHIKMAGALUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_CHITRADURGA,Karnataka,CHITRADURGA,Karnataka,CHITRADURGA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_DAKSHIN_KANNAD,Karnataka,DAKSHIN KANNAD,Karnataka,DAKSHIN KANNAD,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_KARNATAKA_DAVANGERE,Karnataka,DAVANGERE,Karnataka,DAVANGERE,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_KARNATAKA_DHARWAD,Karnataka,DHARWAD,Karnataka,DHARWAD,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_GADAG,Karnataka,GADAG,Karnataka,GADAG,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_GULBARGA,Karnataka,GULBARGA,Karnataka,GULBARGA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_HASSAN,Karnataka,HASSAN,Karnataka,HASSAN,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_HAVERI,Karnataka,HAVERI,Karnataka,HAVERI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_KODAGU,Karnataka,KODAGU,Karnataka,KODAGU,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_KOLAR,Karnataka,KOLAR,Karnataka,KOLAR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_KOPPAL,Karnataka,KOPPAL,Karnataka,KOPPAL,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_MANDYA,Karnataka,MANDYA,Karnataka,MANDYA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_MYSORE,Karnataka,MYSORE,Karnataka,MYSORE,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_RAICHUR,Karnataka,RAICHUR,Karnataka,RAICHUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_RAMANAGARA,Karnataka,RAMANAGARA,Karnataka,RAMANAGARA,working_strong,confirmed,alternate_layer_confirmed_name,confirmed_exact_unique,Census 2011,Census 2011,0,0
IND_KARNATAKA_SHIMOGA,Karnataka,SHIMOGA,Karnataka,SHIMOGA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_TUMKUR,Karnataka,TUMKUR,Karnataka,TUMKUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_UDUPI,Karnataka,UDUPI,Karnataka,UDUPI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KARNATAKA_UTTAR_KANNAD,Karnataka,UTTAR KANNAD,Karnataka,UTTAR KANNAD,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_KARNATAKA_YADGIR,Karnataka,YADGIR,Karnataka,YADGIR,working_strong,confirmed,alternate_layer_confirmed_name,confirmed_exact_unique,Census 2011,Census 2011,0,0
IND_KERALA_ALAPPUZHA,Kerala,ALAPPUZHA,Kerala,ALAPPUZHA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_ERNAKULAM,Kerala,ERNAKULAM,Kerala,ERNAKULAM,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_IDUKKI,Kerala,IDUKKI,Kerala,IDUKKI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_KANNUR,Kerala,KANNUR,Kerala,KANNUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_KASARAGOD,Kerala,KASARAGOD,Kerala,KASARAGOD,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_KOLLAM,Kerala,KOLLAM,Kerala,KOLLAM,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_KOTTAYAM,Kerala,KOTTAYAM,Kerala,KOTTAYAM,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_KOZHIKODE,Kerala,KOZHIKODE,Kerala,KOZHIKODE,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_MALAPPURAM,Kerala,MALAPPURAM,Kerala,MALAPPURAM,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_PALAKKAD,Kerala,PALAKKAD,Kerala,PALAKKAD,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_PATHANAMTHITTA,Kerala,PATHANAMTHITTA,Kerala,PATHANAMTHITTA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_THIRUVANANTHAPURAM,Kerala,THIRUVANANTHAPURAM,Kerala,THIRUVANANTHAPURAM,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_THRISSUR,Kerala,THRISSUR,Kerala,THRISSUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_KERALA_WAYANAD,Kerala,WAYANAD,Kerala,WAYANAD,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_AGAR_MALWA,Madhya Pradesh,AGAR MALWA,Madhya Pradesh,AGAR MALWA,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_ALIRAJPUR,Madhya Pradesh,ALIRAJPUR,Madhya Pradesh,ALIRAJPUR,working_strong,confirmed,alternate_layer_confirmed_name,confirmed_exact_unique,Census 2011,Census 2011,0,0
IND_MADHYA_PRADESH_ANUPPUR,Madhya Pradesh,ANUPPUR,Madhya Pradesh,ANUPPUR,working_strong,confirmed,alternate_layer_confirmed_name,confirmed_exact_unique,Census 2011,Census 2011,0,0
IND_MADHYA_PRADESH_ASHOKNAGAR,Madhya Pradesh,ASHOKNAGAR,Madhya Pradesh,ASHOKNAGAR,working_strong,confirmed,alternate_layer_confirmed_name,confirmed_exact_unique,Census 2011,Census 2011,0,0
IND_MADHYA_PRADESH_BALAGHAT,Madhya Pradesh,BALAGHAT,Madhya Pradesh,BALAGHAT,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_BARWANI,Madhya Pradesh,BARWANI,Madhya Pradesh,BARWANI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_BASTAR,Madhya Pradesh,BASTAR,Madhya Pradesh,BASTAR,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_BETUL,Madhya Pradesh,BETUL,Madhya Pradesh,BETUL,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_BHIND,Madhya Pradesh,BHIND,Madhya Pradesh,BHIND,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_BHOPAL,Madhya Pradesh,BHOPAL,Madhya Pradesh,BHOPAL,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_BILASPUR,Madhya Pradesh,BILASPUR,Madhya Pradesh,BILASPUR,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_BURHANPUR,Madhya Pradesh,BURHANPUR,Madhya Pradesh,BURHANPUR,working_strong,confirmed,alternate_layer_confirmed_name,confirmed_exact_unique,Census 2011,Census 2011,0,0
IND_MADHYA_PRADESH_CHHATARPUR,Madhya Pradesh,CHHATARPUR,Madhya Pradesh,CHHATARPUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_CHHINDWARA,Madhya Pradesh,CHHINDWARA,Madhya Pradesh,CHHINDWARA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_DAMOH,Madhya Pradesh,DAMOH,Madhya Pradesh,DAMOH,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_DANTEWADA,Madhya Pradesh,DANTEWADA,Madhya Pradesh,DANTEWADA,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_DATIA,Madhya Pradesh,DATIA,Madhya Pradesh,DATIA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_DEWAS,Madhya Pradesh,DEWAS,Madhya Pradesh,DEWAS,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_DHAMTARI,Madhya Pradesh,DHAMTARI,Madhya Pradesh,DHAMTARI,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,1
IND_MADHYA_PRADESH_DHAR,Madhya Pradesh,DHAR,Madhya Pradesh,DHAR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_DINDORI,Madhya Pradesh,DINDORI,Madhya Pradesh,DINDORI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_DURG,Madhya Pradesh,DURG,Madhya Pradesh,DURG,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,1
IND_MADHYA_PRADESH_GUNA,Madhya Pradesh,GUNA,Madhya Pradesh,GUNA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_GWALIOR,Madhya Pradesh,GWALIOR,Madhya Pradesh,GWALIOR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_HARDA,Madhya Pradesh,HARDA,Madhya Pradesh,HARDA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_HOSHANGABAD,Madhya Pradesh,HOSHANGABAD,Madhya Pradesh,HOSHANGABAD,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_INDORE,Madhya Pradesh,INDORE,Madhya Pradesh,INDORE,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_JABALPUR,Madhya Pradesh,JABALPUR,Madhya Pradesh,JABALPUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_JANJGIR_CHAMPA,Madhya Pradesh,JANJGIR-CHAMPA,Madhya Pradesh,JANJGIR-CHAMPA,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,1
IND_MADHYA_PRADESH_JASHPUR,Madhya Pradesh,JASHPUR,Madhya Pradesh,JASHPUR,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_JHABUA,Madhya Pradesh,JHABUA,Madhya Pradesh,JHABUA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_KABIRDHAM,Madhya Pradesh,KABIRDHAM,Madhya Pradesh,KABIRDHAM,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,1
IND_MADHYA_PRADESH_KANKER,Madhya Pradesh,KANKER,Madhya Pradesh,KANKER,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_KATNI,Madhya Pradesh,KATNI,Madhya Pradesh,KATNI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_KHANDWA,Madhya Pradesh,KHANDWA,Madhya Pradesh,KHANDWA,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,1
IND_MADHYA_PRADESH_KHARGONE,Madhya Pradesh,KHARGONE,Madhya Pradesh,KHARGONE,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,1
IND_MADHYA_PRADESH_KORBA,Madhya Pradesh,KORBA,Madhya Pradesh,KORBA,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,1
IND_MADHYA_PRADESH_KOREA,Madhya Pradesh,KOREA,Madhya Pradesh,KOREA,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,1
IND_MADHYA_PRADESH_MAHASAMUND,Madhya Pradesh,MAHASAMUND,Madhya Pradesh,MAHASAMUND,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_MANDLA,Madhya Pradesh,MANDLA,Madhya Pradesh,MANDLA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_MANDSAUR,Madhya Pradesh,MANDSAUR,Madhya Pradesh,MANDSAUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_MORENA,Madhya Pradesh,MORENA,Madhya Pradesh,MORENA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_NARSINGHPUR,Madhya Pradesh,NARSINGHPUR,Madhya Pradesh,NARSINGHPUR,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,0
IND_MADHYA_PRADESH_NEEMUCH,Madhya Pradesh,NEEMUCH,Madhya Pradesh,NEEMUCH,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_PANNA,Madhya Pradesh,PANNA,Madhya Pradesh,PANNA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_RAIPUR,Madhya Pradesh,RAIPUR,Madhya Pradesh,RAIPUR,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,0
IND_MADHYA_PRADESH_RAISEN,Madhya Pradesh,RAISEN,Madhya Pradesh,RAISEN,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_RAJGARH,Madhya Pradesh,RAJGARH,Madhya Pradesh,RAJGARH,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_RAJNANDGAON,Madhya Pradesh,RAJNANDGAON,Madhya Pradesh,RAJNANDGAON,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,1,1
IND_MADHYA_PRADESH_RATLAM,Madhya Pradesh,RATLAM,Madhya Pradesh,RATLAM,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_REWA,Madhya Pradesh,REWA,Madhya Pradesh,REWA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_SAGAR,Madhya Pradesh,SAGAR,Madhya Pradesh,SAGAR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_SATNA,Madhya Pradesh,SATNA,Madhya Pradesh,SATNA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_SEHORE,Madhya Pradesh,SEHORE,Madhya Pradesh,SEHORE,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_SEONI,Madhya Pradesh,SEONI,Madhya Pradesh,SEONI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_SHAHDOL,Madhya Pradesh,SHAHDOL,Madhya Pradesh,SHAHDOL,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_SHAJAPUR,Madhya Pradesh,SHAJAPUR,Madhya Pradesh,SHAJAPUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_SHEOPUR,Madhya Pradesh,SHEOPUR,Madhya Pradesh,SHEOPUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_SHIVPURI,Madhya Pradesh,SHIVPURI,Madhya Pradesh,SHIVPURI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_SIDHI,Madhya Pradesh,SIDHI,Madhya Pradesh,SIDHI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_SINGRAULI,Madhya Pradesh,SINGRAULI,Madhya Pradesh,SINGRAULI,working_strong,confirmed,alternate_layer_confirmed_name,confirmed_exact_unique,Census 2011,Census 2011,0,0
IND_MADHYA_PRADESH_SURGUJA,Madhya Pradesh,SURGUJA,Madhya Pradesh,SURGUJA,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_TIKAMGARH,Madhya Pradesh,TIKAMGARH,Madhya Pradesh,TIKAMGARH,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_UJJAIN,Madhya Pradesh,UJJAIN,Madhya Pradesh,UJJAIN,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_UMARIA,Madhya Pradesh,UMARIA,Madhya Pradesh,UMARIA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MADHYA_PRADESH_VIDISHA,Madhya Pradesh,VIDISHA,Madhya Pradesh,VIDISHA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_AHMEDNAGAR,Maharashtra,AHMEDNAGAR,Maharashtra,AHMEDNAGAR,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_AKOLA,Maharashtra,AKOLA,Maharashtra,AKOLA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_AMRAVATI,Maharashtra,AMRAVATI,Maharashtra,AMRAVATI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_AURANGABAD,Maharashtra,AURANGABAD,Maharashtra,AURANGABAD,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_BEED,Maharashtra,BEED,Maharashtra,BEED,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_BHANDARA,Maharashtra,BHANDARA,Maharashtra,BHANDARA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_BULDHANA,Maharashtra,BULDHANA,Maharashtra,BULDHANA,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_CHANDRAPUR,Maharashtra,CHANDRAPUR,Maharashtra,CHANDRAPUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_DHULE,Maharashtra,DHULE,Maharashtra,DHULE,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_GADCHIROLI,Maharashtra,GADCHIROLI,Maharashtra,GADCHIROLI,confirmed,working_strong,confirmed_exact_unique,alternate_layer_confirmed_name,Census 2001,Census 2001,0,0
IND_MAHARASHTRA_GONDIA,Maharashtra,GONDIA,Maharashtra,GONDIA,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_HINGOLI,Maharashtra,HINGOLI,Maharashtra,HINGOLI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_JALGAON,Maharashtra,JALGAON,Maharashtra,JALGAON,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_JALNA,Maharashtra,JALNA,Maharashtra,JALNA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_KOLHAPUR,Maharashtra,KOLHAPUR,Maharashtra,KOLHAPUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_LATUR,Maharashtra,LATUR,Maharashtra,LATUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_MUMBAI,Maharashtra,MUMBAI,Maharashtra,MUMBAI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_NAGPUR,Maharashtra,NAGPUR,Maharashtra,NAGPUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_NANDED,Maharashtra,NANDED,Maharashtra,NANDED,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_NANDURBAR,Maharashtra,NANDURBAR,Maharashtra,NANDURBAR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_NASHIK,Maharashtra,NASHIK,Maharashtra,NASHIK,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_OSMANABAD,Maharashtra,OSMANABAD,Maharashtra,OSMANABAD,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_PALGHAR,Maharashtra,PALGHAR,Maharashtra,PALGHAR,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_PARBHANI,Maharashtra,PARBHANI,Maharashtra,PARBHANI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_PUNE,Maharashtra,PUNE,Maharashtra,PUNE,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_RAIGAD,Maharashtra,RAIGAD,Maharashtra,RAIGAD,working_fallback,working_fallback,working_fuzzy_same_state,working_fuzzy_same_state,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_RATNAGIRI,Maharashtra,RATNAGIRI,Maharashtra,RATNAGIRI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_SANGLI,Maharashtra,SANGLI,Maharashtra,SANGLI,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_SATARA,Maharashtra,SATARA,Maharashtra,SATARA,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_SINDHUDURG,Maharashtra,SINDHUDURG,Maharashtra,SINDHUDURG,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_SOLAPUR,Maharashtra,SOLAPUR,Maharashtra,SOLAPUR,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
IND_MAHARASHTRA_THANE,Maharashtra,THANE,Maharashtra,THANE,confirmed,confirmed,confirmed_exact_unique,confirmed_exact_unique,Census 2001,Census 2011,0,0
