target_quartile,rows,actual_min,actual_max,mae,rmse,mean_residual_actual_minus_prediction,underprediction_rate_pct
Q1 lowest,8151,0.0,0.6571428571428571,0.561683665258758,1.2640807863858707,-0.5478264869030736,9.7165991902834
Q2,8147,0.6571865803413773,1.183096590909091,0.4951684350178396,1.0356503699756032,-0.4196434027145964,25.935927335215414
Q3,8195,1.1835616438356165,3.0,0.6780790654782786,1.3975941170861734,-0.2708224637206224,50.262355094569855
Q4 highest,8103,3.0011941277014214,362.0,4.734646079895785,10.362810737837915,2.8847180484535904,73.59002838454893
