model_run_id,phase,application_track,experiment_family,model_name,model_family,feature_set,target_strategy,fold_id,fit_start_year,fit_end_year,evaluation_start_year,evaluation_end_year,hyperparameters_json,preprocessing_family,training_scope,fit_rows,evaluation_rows,fit_seconds,predict_seconds,mae,rmse,r2,median_ae,lag_subset_rows,lag_subset_mae,lag_subset_rmse,baseline_fold_mae,mae_improvement_over_lag_baseline,time_cv_mean_mae,time_cv_std_mae,time_cv_worst_fold_mae,status,warning_count,warning_summary,error_type,error_message,random_state,test_data_accessed
cv_direct_tree_depth_none_leaf_50_core_without_lag,cv-direct,,direct,DecisionTree,tree,core_without_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": null, ""min_samples_leaf"": 50}",tree,full_train,141406,30096,4.930848499992862,0.0763650000153575,1.5880944045199614,5.303252896054978,0.8104871737267838,0.3493141247476329,25723,1.4719171366271322,5.193031228696373,1.0556765933106236,-0.5324178112093378,,,,completed,0,,,,42,False
cv_direct_tree_depth_none_leaf_50_core_without_lag,cv-direct,,direct,DecisionTree,tree,core_without_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": null, ""min_samples_leaf"": 50}",tree,full_train,171502,30662,6.226094000012381,0.0645401999936439,1.5430773901965906,5.956560002994664,0.7820726467137823,0.2905180027648037,25900,1.5676338507161292,6.133640417199059,1.1219907041916857,-0.4210866860049052,,,,completed,0,,,,42,False
cv_direct_rf_150_depth_15_leaf_5_maxfeat_sqrt_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": 15, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 150, ""n_jobs"": -1}",tree,full_train,112384,29022,7.205810999992536,0.1449868999770842,2.5455147468616457,6.028261921532276,0.7607282044456429,0.6235727442261703,24402,2.2367701177955785,5.506044692017229,1.0469628406265556,-1.49855190623509,,,,completed,0,,,,42,False
cv_direct_rf_150_depth_15_leaf_5_maxfeat_sqrt_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": 15, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 150, ""n_jobs"": -1}",tree,full_train,141406,30096,10.115008799999488,0.1432486999838147,2.470330388305542,6.06854489859437,0.751844976193943,0.6852620826417101,25723,2.3624878847651822,5.9919743185665215,1.0556765933106236,-1.4146537949949185,,,,completed,0,,,,42,False
cv_direct_rf_150_depth_15_leaf_5_maxfeat_sqrt_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": 15, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 150, ""n_jobs"": -1}",tree,full_train,171502,30662,13.073140200023772,0.1665403000079095,2.6131787860274605,6.580756536532033,0.7340056878288909,0.7506524640070262,25900,2.4979865498733056,6.60972355180412,1.1219907041916857,-1.491188081835775,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_25_leaf_5_maxfeat_sqrt_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": 25, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,112384,29022,14.25447919999715,0.2321965000010095,2.356116759179818,5.844598767817805,0.7750858983650898,0.5295211436815047,24402,2.040673772224899,5.256086313668752,1.0469628406265556,-1.3091539185532626,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_25_leaf_5_maxfeat_sqrt_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": 25, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,141406,30096,18.42046819999814,0.2117493000114336,2.2414848581125897,5.692014534720428,0.7816838149672333,0.601020875949529,25723,2.131828029333398,5.599051580026852,1.0556765933106236,-1.185808264801966,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_25_leaf_5_maxfeat_sqrt_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": 25, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,171502,30662,23.307113000017125,0.2210287000052631,2.420158801742542,6.319824079282628,0.7546812850711921,0.6468204314967122,25900,2.2837211447799084,6.296916615474277,1.1219907041916857,-1.2981680975508565,,,,completed,0,,,,42,False
cv_direct_rf_250_depth_none_leaf_10_maxfeat_sqrt_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,112384,29022,16.984667200013064,0.4066708000027574,2.4621160693655817,6.047431532749514,0.759204037053957,0.5602126501577076,24402,2.14384793666378,5.486275213166733,1.0469628406265556,-1.415153228739026,,,,completed,0,,,,42,False
cv_direct_rf_250_depth_none_leaf_10_maxfeat_sqrt_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,141406,30096,23.2165590999939,0.2477724000054877,2.3698766989644766,6.002222830536046,0.757239422639676,0.6135969300278609,25723,2.2647421969023505,5.9332088576281965,1.0556765933106236,-1.314200105653853,,,,completed,0,,,,42,False
cv_direct_rf_250_depth_none_leaf_10_maxfeat_sqrt_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 250, ""n_jobs"": -1}",tree,full_train,171502,30662,29.679891199979465,0.2227639000047929,2.482761053463831,6.45634725336414,0.7439678730761947,0.6575162474885805,25900,2.3669251812853886,6.494307589678503,1.1219907041916857,-1.3607703492721457,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_none_leaf_20_maxfeat_0_5_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 20, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,112384,29022,38.36247130000265,0.2075522000086493,1.5933230303312222,4.612942859614396,0.8598918394383428,0.356722766345095,24402,1.3793985007808485,4.238660687719199,1.0469628406265556,-0.5463601897046666,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_none_leaf_20_maxfeat_0_5_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 20, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,141406,30096,52.03748759999871,0.1785117000108584,1.551486705021573,4.579164405720103,0.8587051263459727,0.3900006902138576,25723,1.4273019138658052,4.413254444603681,1.0556765933106236,-0.4958101117109494,,,,completed,0,,,,42,False
cv_direct_rf_200_depth_none_leaf_20_maxfeat_0_5_core_without_lag,cv-direct,,direct,RandomForest,tree,core_without_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 20, ""n_estimators"": 200, ""n_jobs"": -1}",tree,full_train,171502,30662,71.1515642000013,0.2611381000024266,1.6596667103413223,5.556415409309795,0.8103686588563335,0.4085141583757142,25900,1.6097599863281975,5.650847100841968,1.1219907041916857,-0.5376760061496371,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_0_1_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""alpha"": 0.1, ""solver"": ""auto""}",linear,full_train,112384,29022,6.857575400004862,0.1625835000013467,3.4229709720594745,6.234691708189688,0.74406054067394,2.091143679412552,24402,3.279548396088272,6.072963775357183,1.0469628406265556,-2.376008131432919,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_0_1_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""alpha"": 0.1, ""solver"": ""auto""}",linear,full_train,141406,30096,6.805799500027206,0.1175936000072397,3.2080608713751047,6.28791277882798,0.7335799223213673,1.883199977270594,25723,3.124235230927046,6.304239073735449,1.0556765933106236,-2.1523842780644813,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_0_1_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""alpha"": 0.1, ""solver"": ""auto""}",linear,full_train,171502,30662,5.75275379998493,0.120888500008732,3.163874651375018,6.51043583023482,0.7396600436053513,1.9235807492846195,25900,3.17716479044772,6.62525259154041,1.1219907041916857,-2.041883947183333,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_1_0_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""alpha"": 1.0, ""solver"": ""auto""}",linear,full_train,112384,29022,3.9035746000008658,0.1246224000060465,3.413664052127696,6.227391942229177,0.7446595131686486,2.0822039559681675,24402,3.2711919823389177,6.066475117868944,1.0469628406265556,-2.36670121150114,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_1_0_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""alpha"": 1.0, ""solver"": ""auto""}",linear,full_train,141406,30096,4.763532999990275,0.1328317000006791,3.193258095440927,6.280626627217004,0.7341969958947135,1.872998140081152,25723,3.1137172033997897,6.298996956852268,1.0556765933106236,-2.1375815021303035,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_1_0_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""alpha"": 1.0, ""solver"": ""auto""}",linear,full_train,171502,30662,5.940668800001731,0.1233743999910075,3.159709342356505,6.508671874381804,0.7398010989784596,1.91944301753872,25900,3.1732866765587127,6.623636990772139,1.1219907041916857,-2.03771863816482,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_10_0_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""alpha"": 10.0, ""solver"": ""auto""}",linear,full_train,112384,29022,2.844408500008285,0.1270957000087946,3.374863830676472,6.196225926859094,0.7472089053321626,2.052131043611663,24402,3.2349357987011,6.037631064675219,1.0469628406265556,-2.3279009900499164,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_10_0_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""alpha"": 10.0, ""solver"": ""auto""}",linear,full_train,141406,30096,3.710587299981853,0.1230333999847062,3.1485776787032096,6.25619066393964,0.7362612858211368,1.828544961349425,25723,3.07522099894341,6.278719993726831,1.0556765933106236,-2.092901085392586,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_10_0_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""alpha"": 10.0, ""solver"": ""auto""}",linear,full_train,171502,30662,4.70624939998379,0.1217135000042617,3.1291972546140467,6.495087592563094,0.7408860904212478,1.8889361285824544,25900,3.1443608999197723,6.611439009424737,1.1219907041916857,-2.007206550422361,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_100_0_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""alpha"": 100.0, ""solver"": ""auto""}",linear,full_train,112384,29022,2.032759099995019,0.1191145000047981,3.242759748417607,6.105557795443092,0.7545528607899146,1.935025043207488,24402,3.096334055336051,5.933981354558612,1.0469628406265556,-2.195796907791052,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_100_0_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""alpha"": 100.0, ""solver"": ""auto""}",linear,full_train,141406,30096,3.314678199996706,0.152477000025101,2.9884825923429967,6.171075017071997,0.7433888136244085,1.6499599791783068,25723,2.934440526764148,6.207930570551457,1.0556765933106236,-1.9328059990323727,,,,completed,0,,,,42,False
cv_direct_ridge_alpha_100_0_core_with_lag,cv-direct,,direct,Ridge,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""alpha"": 100.0, ""solver"": ""auto""}",linear,full_train,171502,30662,3.9206717000051854,0.2570504999894183,2.990708822433753,6.427582704732396,0.7462441579956083,1.7264121340978342,25900,3.026385115385495,6.553380229660733,1.1219907041916857,-1.868718118242068,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_03_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""C"": 0.03, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,112384,29022,5.185446799994679,0.2007533000141848,1.3376254720909244,4.871209811996682,0.8437640570268432,0.2292889765232709,24402,1.0287550097286045,3.508908751584146,1.0469628406265556,-0.2906626314643687,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_03_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""C"": 0.03, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,141406,30096,6.265511300007347,0.1221761000051628,1.2861971758965198,4.898290679216947,0.8383249363389356,0.2172400575299066,25723,1.0056936114993664,3.9856754320321546,1.0556765933106236,-0.2305205825858962,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_03_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""C"": 0.03, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,171502,30662,5.749586199992336,0.1295269000111147,1.2374931145344927,5.03192354860362,0.8444790964676112,0.239278863381778,25900,1.1322919139032617,4.689812120355196,1.1219907041916857,-0.1155024103428072,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_03_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""C"": 0.03, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,112384,29022,3.096222199994372,0.1164182999928016,1.3387812654841833,4.869902143638349,0.84384792833779,0.2345761327339725,24402,1.031330810869045,3.511695615702369,1.0469628406265556,-0.2918184248576276,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_03_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""C"": 0.03, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,141406,30096,4.432191400002921,0.1620403000270016,1.2884862476675325,4.895969280581144,0.8384781421663458,0.221886696449311,25723,1.0096938415529133,3.98789358459749,1.0556765933106236,-0.2328096543569087,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_03_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""C"": 0.03, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,171502,30662,5.847498300019652,0.1178702000179328,1.2404987921769577,5.028752906128546,0.8446750238599365,0.2428189627656602,25900,1.1368965577795105,4.689543731942603,1.1219907041916857,-0.118508087985272,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_1_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""C"": 0.1, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,112384,29022,6.576680900005158,0.1152339000254869,1.3710288903574772,4.777621555406273,0.8497097619869423,0.2407655381771715,24402,1.107408622943641,3.6778350185061752,1.0469628406265556,-0.3240660497309215,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_1_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""C"": 0.1, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,141406,30096,9.540858899999876,0.1235680000099819,1.3137518821200074,4.825966552174191,0.8430640112289025,0.2263764321560724,25723,1.0675796151999404,4.071453378315281,1.0556765933106236,-0.2580752888093838,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_1_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""C"": 0.1, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,171502,30662,12.757445299997926,0.1168025000079069,1.2633130815190157,4.9957810817176975,0.8467051726726655,0.2457753220097516,25900,1.171945901226501,4.703127193777296,1.1219907041916857,-0.1413223773273302,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_1_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""C"": 0.1, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,112384,29022,6.594775000005029,0.1155487999785691,1.3713883227547583,4.775762497188688,0.8498267004841911,0.2450228271710505,24402,1.10918246596473,3.680431668399994,1.0469628406265556,-0.3244254821282026,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_1_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""C"": 0.1, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,141406,30096,9.628683599992655,0.1269215999927837,1.3150823764515858,4.821780626004585,0.8433361380892763,0.2312580005230731,25723,1.070692637848067,4.072768916793877,1.0556765933106236,-0.2594057831409622,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_1_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""C"": 0.1, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,171502,30662,12.856449400016572,0.1356518999964464,1.2669737999201434,4.992348004645181,0.8469157872381506,0.2501416141239532,25900,1.1774363473321705,4.703939495010989,1.1219907041916857,-0.1449830957284579,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_3_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""C"": 0.3, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,112384,29022,15.780805400019744,0.1208912000001873,1.399438609193347,4.774380990916382,0.8499135705277153,0.2481241614449313,24402,1.1579201681287563,3.807033904677244,1.0469628406265556,-0.3524757685667914,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_3_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""C"": 0.3, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,141406,30096,22.91685020001023,0.1298851000028662,1.328801819651259,4.807171991385467,0.8442839946258921,0.2328823923106918,25723,1.097009789378306,4.121895773527589,1.0556765933106236,-0.2731252263406354,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_3_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""C"": 0.3, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,171502,30662,30.358090099995025,0.126129399985075,1.2799817093663617,4.987032809362912,0.8472415815693967,0.2494091796082805,25900,1.195387350291752,4.719326893072697,1.1219907041916857,-0.157991005174676,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_3_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""C"": 0.3, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,112384,29022,16.77328719999059,0.1183560999925248,1.401612949634881,4.774221755123611,0.8499235817660656,0.2517468845891198,24402,1.1623381888962476,3.816517124234542,1.0469628406265556,-0.3546501090083254,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_3_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""C"": 0.3, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,141406,30096,22.65091749999556,0.1213528999942354,1.3302118658492663,4.804597671173409,0.8444507269692921,0.2360539017124905,25723,1.0998955761988896,4.1246409340785055,1.0556765933106236,-0.2745352725386429,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_0_3_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""C"": 0.3, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,171502,30662,29.609731200005623,0.1195785999880172,1.281784280516371,4.984352323044756,0.8474057500534702,0.2528103157602668,25900,1.19889573512171,4.719431822246239,1.1219907041916857,-0.1597935763246856,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_1_0_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""C"": 1.0, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,112384,29022,40.07536449999316,0.1125411999819334,1.4137893248637106,4.78103025321059,0.8494952298177358,0.2496579443933283,24402,1.181433942964243,3.871430291884652,1.0469628406265556,-0.3668264842371549,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_1_0_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""C"": 1.0, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,141406,30096,58.64520630001789,0.1204395000240765,1.3344123840951136,4.803445426466489,0.8445253260708603,0.2339660214194425,25723,1.1071019075238877,4.139890438312771,1.0556765933106236,-0.27873579078449,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_1_0_epsilon_0_0_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""C"": 1.0, ""epsilon"": 0.0, ""max_iter"": 20000}",linear,full_train,171502,30662,77.60168989998056,0.1163245000061579,1.285246958842233,4.985220037375528,0.8473526158710492,0.2509974959267564,25900,1.2023168235795538,4.723161441038545,1.1219907041916857,-0.1632562546505476,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_1_0_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""C"": 1.0, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,112384,29022,40.95453809999162,0.1177747000183444,1.4156240653926877,4.779331280866494,0.8496021766453676,0.2552245129378624,24402,1.185362103662153,3.877237481200002,1.0469628406265556,-0.3686612247661318,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_1_0_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""C"": 1.0, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,141406,30096,57.2555069999944,0.119770299992524,1.3369949192917083,4.801034417925608,0.8446813626897647,0.238355669448778,25723,1.1123376047856697,4.14802640259528,1.0556765933106236,-0.2813183259810847,,,,completed,0,,,,42,False
cv_direct_linearsvr_c_1_0_epsilon_0_1_core_with_lag,cv-direct,,direct,LinearSVR,linear,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""C"": 1.0, ""epsilon"": 0.1, ""max_iter"": 20000}",linear,full_train,171502,30662,78.91883810001309,0.1137012999970465,1.28709974454361,4.981733560323054,0.8475660529899394,0.2540936904133525,25900,1.205877943082156,4.72340467500867,1.1219907041916857,-0.1651090403519244,,,,completed,0,,,,42,False
cv_direct_tree_depth_8_leaf_20_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": 8, ""min_samples_leaf"": 20}",tree,full_train,112384,29022,2.3928950000263285,0.0672684000164736,1.7587792925947403,5.437058710572208,0.8053585521032169,0.3593514230205387,24402,1.255398541029996,4.01015368204769,1.0469628406265556,-0.7118164519681849,,,,completed,0,,,,42,False
cv_direct_tree_depth_8_leaf_20_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": 8, ""min_samples_leaf"": 20}",tree,full_train,141406,30096,3.18684859998757,0.0673869000165723,1.615302352048253,5.419529115015225,0.8020857611807011,0.3737083817757226,25723,1.2551712488853592,4.575436470038951,1.0556765933106236,-0.5596257587376294,,,,completed,0,,,,42,False
cv_direct_tree_depth_8_leaf_20_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": 8, ""min_samples_leaf"": 20}",tree,full_train,171502,30662,4.024518899997929,0.0650437000149395,1.5069472417764236,5.795819539333405,0.7936756850648955,0.3789572659449819,25900,1.1811925759728337,5.544330510797449,1.1219907041916857,-0.3849565375847381,,,,completed,0,,,,42,False
cv_direct_tree_depth_12_leaf_20_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": 12, ""min_samples_leaf"": 20}",tree,full_train,112384,29022,3.179900599992834,0.0664972999948076,1.6561357056114538,5.48216813312382,0.8021154065719837,0.2808947965953456,24402,1.2238357406966935,4.4280470276083,1.0469628406265556,-0.6091728649848982,,,,completed,0,,,,42,False
cv_direct_tree_depth_12_leaf_20_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": 12, ""min_samples_leaf"": 20}",tree,full_train,141406,30096,4.21732970001176,0.0689103000040631,1.4324926848898487,5.06280133029411,0.8272827542208446,0.2732446710809706,25723,1.1639496399970686,4.667942583572643,1.0556765933106236,-0.3768160915792251,,,,completed,0,,,,42,False
cv_direct_tree_depth_12_leaf_20_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_3,1997,2008,2009,2010,"{""max_depth"": 12, ""min_samples_leaf"": 20}",tree,full_train,171502,30662,5.334755099989707,0.0650628999865148,1.428368151140086,5.681820481787293,0.8017123259609626,0.3249184066054036,25900,1.1950961433032503,5.595317287167777,1.1219907041916857,-0.3063774469484004,,,,completed,0,,,,42,False
cv_direct_tree_depth_16_leaf_10_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_1,1997,2004,2005,2006,"{""max_depth"": 16, ""min_samples_leaf"": 10}",tree,full_train,112384,29022,4.18029230000684,0.0686759000236634,1.671619801816658,7.36987790067278,0.6423750032134654,0.2519128970096783,24402,1.2201229508863338,5.683351880798098,1.0469628406265556,-0.6246569611901023,,,,completed,0,,,,42,False
cv_direct_tree_depth_16_leaf_10_core_with_lag,cv-direct,,direct,DecisionTree,tree,core_with_lag,direct,fold_2,1997,2006,2007,2008,"{""max_depth"": 16, ""min_samples_leaf"": 10}",tree,full_train,141406,30096,5.141071099991677,0.0699762000003829,1.4614582903824915,5.868343442322223,0.7679481802603374,0.2656422980527184,25723,1.152859707064255,5.586118486159128,1.0556765933106236,-0.4057816970718679,,,,completed,0,,,,42,False
