canonical_state_name,Crop_Year,Season_canonical,Crop_canonical,area_ratio_pattern,production_ratio_pattern,row_count,corrected_production_matches,legacy_area_min,legacy_area_max,expanded_area_min,expanded_area_max,legacy_target_min,legacy_target_max,expanded_target_min,expanded_target_max,selected_sources,source_overlap_statuses
Maharashtra,2008,Rabi,Wheat,1,other,1,0,21300.0,21300.0,21300.0,21300.0,1.7136150234741785,1.7136150234741785,1.6713615023474178,1.6713615023474178,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2009,Kharif,Rice,1,other,1,0,70900.0,70900.0,70900.0,70900.0,1.1325811001410435,1.1325811001410435,1.146685472496474,1.146685472496474,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2010,Kharif,Castor seed,other,1,1,1,100.0,100.0,300.0,300.0,0.4,0.4,0.1333333333333333,0.1333333333333333,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2010,Kharif,Rice,1,other,1,0,124600.0,124600.0,124600.0,124600.0,2.364365971107544,2.364365971107544,2.365971107544141,2.365971107544141,legacy_source,conflict_unresolved_legacy_retained
Maharashtra,2010,Rabi,Jowar,other,1,1,1,26500.0,26500.0,25600.0,25600.0,0.6528301886792452,0.6528301886792452,0.67578125,0.67578125,legacy_source,conflict_unresolved_legacy_retained
Punjab,2008,Rabi,Linseed,0.1,0.1,1,0,1000.0,1000.0,100.0,100.0,1.0,1.0,1.0,1.0,legacy_source,conflict_unresolved_legacy_retained
Punjab,2012,Rabi,Peas & beans (Pulses),1,other,1,0,300.0,300.0,300.0,300.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,legacy_source,conflict_unresolved_legacy_retained
Punjab,2012,Rabi,Peas & beans (Pulses),other,other,1,0,200.0,200.0,100.0,100.0,1.5,1.5,1.0,1.0,legacy_source,conflict_unresolved_legacy_retained
Punjab,2013,Kharif,Groundnut,0.1,0.1,1,0,13000.0,13000.0,1300.0,1300.0,1.8461538461538465,1.8461538461538465,1.8461538461538465,1.8461538461538465,legacy_source,conflict_unresolved_legacy_retained
Punjab,2014,Kharif,Groundnut,0.1,0.1,1,0,14000.0,14000.0,1400.0,1400.0,1.8571428571428568,1.8571428571428568,1.8571428571428568,1.8571428571428568,legacy_source,conflict_unresolved_legacy_retained
Punjab,2014,Rabi,Gram,0.1,other,1,0,1000.0,1000.0,100.0,100.0,1.1,1.1,0.8,0.8,legacy_source,conflict_unresolved_legacy_retained
Telangana,2013,Kharif,Small millets,other,1,1,1,880.0,880.0,882.0,882.0,0.7556818181818182,0.7556818181818182,0.753968253968254,0.753968253968254,legacy_source,conflict_unresolved_legacy_retained
Telangana,2013,Rabi,Moong(Green Gram),1,other,1,0,4470.0,4470.0,4470.0,4470.0,0.9523489932885906,0.9523489932885906,0.9299776286353468,0.9299776286353468,legacy_source,conflict_unresolved_legacy_retained
Telangana,2013,Whole Year,Coconut,1,other,1,0,2.0,2.0,2.0,2.0,16.5,16.5,16254.0,16254.0,legacy_source,conflict_unresolved_legacy_retained
Telangana,2013,Whole Year,Coconut,other,other,1,0,442.0,442.0,426.0,426.0,15.665158371040723,15.665158371040723,16254.0,16254.0,legacy_source,conflict_unresolved_legacy_retained
Telangana,2014,Kharif,Mesta,other,other,1,0,177.0,177.0,7.0,7.0,7.090395480225989,7.090395480225989,7.142857142857143,7.142857142857143,legacy_source,conflict_unresolved_legacy_retained
Telangana,2014,Kharif,Onion,10,1,1,1,24.0,24.0,240.0,240.0,114.16666666666669,114.16666666666669,11.416666666666666,11.416666666666666,expanded_source_x100,conflict_unit_corrected
Telangana,2014,Kharif,Soyabean,other,1,1,1,24550.0,24550.0,21550.0,21550.0,0.9067617107942972,0.9067617107942972,1.0329930394431557,1.0329930394431557,legacy_source,conflict_unresolved_legacy_retained
Telangana,2014,Rabi,Cowpea(Lobia),other,1,1,1,494.0,494.0,491.0,491.0,1.125506072874494,1.125506072874494,1.1323828920570265,1.1323828920570265,legacy_source,conflict_unresolved_legacy_retained
West Bengal,2004,Whole Year,Cardamom,other,other,1,0,2.87,2.87,2.874,2.874,0.2439024390243902,0.2439024390243902,0.2449547668754349,0.2449547668754349,legacy_source,conflict_unresolved_legacy_retained
West Bengal,2008,Whole Year,Coconut,1,other,1,0,271.0,271.0,271.0,271.0,11.287822878228782,11.287822878228782,11290.036900369005,11290.036900369005,legacy_source,conflict_unresolved_legacy_retained
